NUM,ROMAJI,EXPECTED,SwiftKey 6.4.8.57 (S),# characters,edit distance
547,jigensouchiwoosutokitamerattajan,時限?置を押す時ためらったじゃん,次元?置をおすときためらったじゃん,16,5
548,imanowatashihaanatatohachigau,今の私はあなたとは違う,今の私はあなたとは違う,11,0
549,aitsuratoonajikotoshitedousuru,あいつらと同じことしてどうする,あいつらと同じことしてどうする,15,0
550,antamobyouin'niikanakya,あんたも病院に行かなきゃ,あんたも病院に行かなきゃ,12,0
551,anogekinokaerimichiikinari,あの劇の?り道いきなり,あの劇の?り道いきなり,11,0
552,bukagahanzainimakikomaretemo,部下が犯罪に?き?まれても,部下が犯罪に?き?まれても,13,0
553,keisatsukan'norachikankin'noyougide,警察官の拉致監禁の容疑で,警察官の拉致監禁おようぎで,12,4
554,sekkakubokunokubimomanukaretandashi,せっかく僕のクビも免れたんだし,せっかく僕の首も免れたんだし,15,2
555,kesahaasamadeitanonine-,今朝は朝までいたのにね?,今朝は朝までいたのにね?,12,0
556,sakkiseirishitaradetekita,さっき整理したら出てきた,さっき整理したら出てきた,12,0
557,owariinihaaitsugaheisukesanga,終いにはあいつが平助さんが,終わりいには?い番いすけさんが,13,7
558,soretomoheisukesangaaitsunanoka,それとも平助さんがあいつなのか,それとも平助さんがあいつなのか,15,0
559,nanitozoonbin'nitoittekiteru,何とぞ?便にと言ってきてる,何卒音便いといってきてる,13,5
560,todomenoichigekiwoukerumade,とどめの一?を受けるまで,とどめの一?をうけるまで,12,1
561,tetsuaruihasuchiruseinomonodatoshika,?あるいはスチル製のものだとしか,??いはスチルせいのものだとしか,16,4
562,shimonhasubetefukitorareteita,指紋は全てふき取られていた,しもんは全て吹きとられていた,13,5
563,tewotsukeraretakeisekiganaitame,手を付けられた形跡がないため,手をつけられた形跡がないため,14,1
564,purasusoutouatamanokirerujinbutsu,プラス相?頭の切れる人物,プラス相?頭のきれるじんぶつ,12,5
565,kimototowatashihamazugenbani,木元とわたしはまず現場に,木本と私はまずげんばに,12,7
566,hankougaattatoomowareru,犯行があったと思われる,反抗があったと思われる,11,2
567,masukominihamienaikarakeisatsu,マスコミには見えないから警察,マスコミには見えないから警察,14,0
568,teiukakimitachinohanashikikasetekureyo,ていうか君たちの話聞かせてくれよ,ていうか君たちの話聞かせてくれよ,16,0
569,min'nataimenbakkakinishiterukanjidesune,みんな?面ばっか?にしてる感じですね,みんな?面ばっかきにしてるかんじですね,18,4
570,anokotachichantohanasanaidesho,あの子たちちゃんと話さないでしょ,あの子たちちゃんと話さないでしょ,16,0
571,watashinimuitekurenaitokomaruno,わたしに向いてくれないと困るの,私に向いてくれないと困るの,15,3
572,jukukankeishamomiteimasen,塾?係者も見ていません,塾?係者も見ていません,11,0
573,deteittajinbutsumomadawakaran,出ていった人物もまだ分からん,出て行った人物もまだわからん,14,2
574,demotabunkanojohanottekuru,でもたぶん彼女は?ってくる,でも多分彼女は?ってくる,13,3
575,onjoutorikaiwomotteatari,?情と理解をもって?たり,?情鳥飼をもってあたり,12,4
576,sonoshinjouwokizutsukenaiyouni,その心情を傷つけないように,その心情を傷つけないように,13,0
577,jougitokonpasudeegakeru,定規とコンパスで描ける,定規とコンパスでえがける,11,2
578,nankasugokumoriagatteru,なんかすごく盛り上がってる,なんかすごく盛り上がってる,13,0
579,kyorigaarutomoriagarukedo,距離があると盛り上がるけど,距離があると盛り上がるけど,13,0
580,demosatsugaisonomonohahiteishitemasu,でも殺害そのものは否定してます,でも殺害そのものはひていしてます,15,3
581,urareterunogawakarimashita,?られてるのが分かりました,?られてるのがわかりました,13,1
582,watashimomotteruyokore,わたしも持ってるよこれ,私も持ってるよこれ,11,3
583,shoukoinmetsuwohakaroutosuruhan'ninha,???滅を?ろうとする犯人は,???滅をはかろうとするはんいんは,14,6
584,monowokangaerukotogadekiru,ものを考えることができる,物を考えることができる,12,2
585,soredeharawotatetattewakeka,それで腹を立てたってわけか,それで腹を立てたってわけか,13,0
586,yattemoraenaikanatoomotte,やってもらえないかなと思って,やってもらえないかなと思って,14,0
587,kinchoujoutaiwomiyoutoshita,緊張?態を見ようとした,緊張?態を見ようとした,11,0
588,anatatachinoneraihasaishokara,あなたたちの狙いは最初から,あなたたちの狙いは最初から,13,0
589,jiichantachigayatterukara,じいちゃんたちがやってるから,爺ちゃんたちがやってるから,14,2
590,matawatashigautagawareteru,またわたしが疑われてる,また私が疑われてる,11,3
591,kyouhairotoomoshiroihanashigaaruno,今日は色と面白い話があるの,今日は色と面白い話があるの,13,0
592,jouon'nomineraruuotawonomutoha,常?のミネラルウオタを?むとは,常?のミネラルうおたをのむとは,15,4
593,souyatteatatamerudakede,そうやって?めるだけで,そうやって?めるだけで,11,0
594,aomukewoutsubusettesurudakedemo,あおむけをうつぶせってするだけでも,仰向けをうつぶせってするだけでも,17,3
595,watashisenseiwokoroshichatta,わたし先生を殺しちゃった,私先生を殺しちゃった,12,3
596,tokorogaomoimoyorazunanoka,ところが思いも寄らずなのか,ところが思いもよらずなのか,13,1
597,anatahasaishokawaitakekkon'nouekara,あなたは最初乾いた血痕の上から,あなたは最初乾いた結婚おうえから,15,5
598,saranisonouenimatasuguni,さらにその上にまたすぐに,さらにその上にまたすぐに,12,0
599,hinikunimohyouhakuzaiwomaitakotode,皮肉にも漂白?をまいたことで,皮肉にも漂白ざいをまいたことで,14,2
600,masuokasenseinotokogawarareteta,?岡先生のとこが割られてた,益岡先生のとこ瓦れてた,13,4
601,nandekanattezuttokangaeteta,何でかなってずっと考えてた,なんでかなってずっと考えてた,13,2
602,masuokasenseigatsukiattetanoha,?岡先生が付き合ってたのは,益岡先生が付き合ってたのは,13,1
603,nanonidoushitereiseijanaindarouutte,なのにどうして冷?じゃないんだろううって,なのにどうして冷?じゃないんだろううって,20,0
604,kiniittaranochidekounyuusurutteyatsu,?に入ったら後で購入するってやつ,?に入ったらの地で購入するってやつ,16,2
605,yukiwoasondeyattatoka,由貴を遊んでやったとか,雪を遊んでやったとか,11,2
606,dakaraomowazusoredakesuteteshimatta,だから思わずそれだけ捨ててしまった,だから思わずそれだ消すててしまった,17,2
607,sakkikaraitteruyone,さっきから言ってるよね,さっきから言ってるよね,11,0
608,ninomiyasenseigaokonatteitatoiu,二宮先生が行っていたという,二宮先生が行っていたという,13,0
609,dattaraninomiyasenseijan,だったら二宮先生じゃん,だったら二宮先生じゃん,11,0
610,souiunogakakutarushoukotteiuno,そういうのが確たる??っていうの,そういうのが確たる??っていうの,16,0
611,taisakushitsumoyokuyattajan,?策室もよくやったじゃん,?策しつもよくやったじゃん,12,2
612,detekitanoninomiyasenseinorokkajanaiyo,出てきたの二宮先生のロッカじゃないよ,出てきたの二宮先生?ろっかじゃないよ,18,4
613,watashimonooboewaruikaramachigattete,わたし物?え?いから間違ってて,私物?え?いから間違ってて,15,3
614,machigaeteanatanitsutaechatta,間違えてあなたに?えちゃった,間違えてあなたに?えちゃった,14,0
615,senseimitainikireininaritainatoomotte,先生みたいに奇麗になりたいなと思って,先生みたいに綺麗になりたいなと思って,18,1
616,kireininarerukanatoomotte,奇麗になれるかなと思って,綺麗になれるかなと思って,12,1
617,jaaanoporigurafumo,じゃああのポリグラフも,じゃああのぽりグラフも,11,2
618,hokanimoasondaon'nanokotomo,ほかにも遊んだ女のことも,他にも遊んだ女の子とも,12,3
619,kondokeimushokaradetekurutokiha,今度刑務所から出てくるときは,今度刑務所からでてくるときは,14,1
620,demoomaenikitahanashidakara,でもお前に?た話だから,でも?いしだから,11,6
621,masukomimukenokoukokutoujaarimasenkara,マスコミ向けの?告塔じゃありませんから,マスコミ向けの?告塔じゃありませんから,19,0
622,omaedattekichintome-kushitekeba,お前だってきちんとメ?クしてけば,お前だってきちんとメ?クしてけば,16,0
623,rirakkusushitetanoshindeittekudasai,リラックスして?しんでいってください,リラックスして?しんでいってください,18,0
624,soredehayoroshikuonegaishimasu,それではよろしくお願いします,それではよろしくお願いします,14,0
625,saranihajoseihatsunoshitsuchouto,さらには女性初の室長と,さらには女性初の室長と,11,0
626,orekouiunonigatenandakedone,俺こういうの苦手なんだけどね,俺こういうの苦手なんだけどね,14,0
627,kichintodekiteimasunode,きちんとできていますので,きちんと出?ていますので,12,2
628,kattabakarinoikumouzainandesukedo,買ったばかりの育毛?なんですけど,買ったばかりのいくもう座員んですけど,16,6
629,kyouhaanokowaion'nagainai,今日はあの怖い女がいない,今日はあの怖い女がいない,12,0
630,jikenkaiketsuhetotsunagatterundesune,事件解決へとつながってるんですね,事件解決へと?がってるんですね,16,2
631,puraibe-tohafutsuunoon'nadesukara,プライベ?トは普通の女ですから,プライベ?トは普通の女ですから,15,0
632,nitayounamon'nandesune,似たようなもんなんですね,似たようなもんなんですね,12,0
633,konoshigotodehayokuarukotonandesu,この仕事ではよくあることなんです,この仕事ではよくあることなんです,16,0
634,saikin'noshainhasugubibicchatte,最近の社員はすぐびびっちゃって,最近の社員はすぐびびっちゃって,15,0
635,osorakutairyounoaruko-rude,おそらく大量のアルコ?ルで,おそらく大量のアルコ?ルで,13,0
636,gokuhishashinwosuppanuitekita,極秘??をすっぱ?いてきた,極秘??をすっぱぬいてきた,13,1
637,torikumushiseinikawarihanai,取り組む姿勢に?わりはない,取り組むしセインかわりはない,13,5
638,ikemenmoorunokashira,イケメンもおるのかしら,イケメンもおるのかしら,11,0
639,mattakufushizen'natenganai,まったく不自然な点がない,全く不自然な点眼い,12,5
640,hontouninuganakuteiikara,本?に?がなくていいから,本?にぬがなくていいから,12,1
641,kokodeosakewonondeitemo,ここでお酒を?んでいても,ここでお酒を?んでいても,12,0
642,mashitearuko-runiyotte,ましてアルコ?ルに?って,?してアルコ?ルによって,12,2
643,sonomasakawotsuikyuusurunoga,そのまさかを追及するのが,そのまさかを追求するのが,12,1
644,nanikaottayounakigasurukedona,何かおったような?がするけどな,何かおったような?がするけどな,15,0
645,puraibe-tochuunooikakeruno,プライベ?ト中の追い掛けるの,プライベ?ト中の追いかけるの,14,1
646,jiken'nikanshitenozokuhoudesu,事件に?しての?報です,事件に?しての?報です,11,0
647,dekiruwakenaijanai,できるわけないじゃない,できるわけないじゃない,11,0
648,terebihatsuitetamitaidesukedo,テレビはついてたみたいですけど,テレビは付いてたみたいですけど,15,1
649,sorekarahakuitsunagutameni,それからは食いつなぐために,それからは食い?ぐために,13,2
650,kon'nanoichiichikinishitetara,こんなのいちいち?にしてたら,こんなのいちいち?にしてたら,14,0
651,kameramantoshitekatsudoushiteita,カメラマンとして活動していた,カメラマンとして活動していた,14,0
652,byoukinikakarishigotowoyasundeitaka,病?にかかり仕事を休んでいたか,病?にかかり仕事を休んでいたか,15,0
653,anojikoshiwoshirabeterundesuyone,あの事故死を調べてるんですよね,あの事故死を調べてるんですよね,15,0
654,jikoshidekatadukeraretamonowo,事故死で片付けられたものを,事故死で片付けられたものを,13,0
655,demosaisousashiteyokattadesuyo,でも再?査してよかったですよ,でも再送さしてよかったですよ,14,2
656,tsumarijissainojikengenbani,つまり?際の事件現場に,つまり?際の時?限ばに,11,4
657,nanikaattarasugurenrakukudasai,何かあったらすぐ連絡下さい,何かあったらすぐ連絡ください,13,2
658,pattomiteiion'natteomowarenaito,ぱっと見ていい女って思われないと,パッと見ていい女っておもわれないと,16,4
659,koreanatanoyomidoori,これあなたの?みどおり,これあなたの?みどおり,11,0
660,tsumenosakihamenganamerakanano,爪の先は面が滑らかなの,爪の先は?がなめらかなの,11,3
661,kouiusasakurehananikanisawatteiruto,こういうささくれは何かに?っていると,こういうささくれは何かにさわっていると,18,2
662,daisanshanoteniyottekirareta,第三者の手によって切られた,第三者の手に寄ってきられた,13,2
663,konootokohitotsukihodomaekara,この男ひと月ほど前から,この男ひと月ほどまえから,11,2
664,tadashokugyoujounosettenhanai,ただ職業上の接点はない,ただ職業城野せってんはない,11,6
665,suto-ka-satsujin'nogenbaniitadirekuta-,スト?カ?殺人の現場にいたディレクタ?,スト?カ?殺人の原盤いたぢれくた?,19,8
666,kokonikurumadenimayocchatta,ここに?るまでに迷っちゃった,ここに?るまでに迷っちゃった,14,0
667,watashihajibun'nomedemite,わたしは自分の目で見て,私は自分の目で見て,11,3
668,jibun'nomedemitetashikametaino,自分の目で見て確かめたいの,自分の目で見て確かめたいの,13,0
669,tamatamachikakudeshuzaishitetakara,たまたま近くで取材してたから,たまたま近くで取材してたから,14,0
670,sorosorojikandakaramata,そろそろ時間だからまた,そろそろ時間だからまた,11,0
671,kochirakosogomen'nasai,こちらこそごめんなさい,こちらこそごめんなさい,11,0
672,suku-pueizouwokaisekishitamonoyo,スク?プ映像を解析したものよ,スク?プ映像を解析したものよ,14,0
673,unkoushiteitafunenoenjin'on,運航していた船のエンジン音,運行していた不燃えんじのん,13,8
674,hamononoyounamonodekubiwosasare,刃物のようなもので首を刺され,刃物のようなもので首をさされ,14,1
675,yasudaniyowamiwonigirareteite,安田に弱みを握られていて,安田に弱みをにぎられていて,12,2
676,takaminehitomigaookurishimashita,高峰仁美がお送りしました,高峰人?おおくりしました,12,4
677,shiinhagenzaiwakatteorimasen,死因は現在分かっておりません,死因は現在わかっておりません,14,1
678,tondemonaifushoujidazo,とんでもない不祥事だぞ,とんでもない不祥事だぞ,11,0
679,kiminisekinintottemorawanaitona,君に責任取ってもらわないとな,君に責任とってもらわないとな,14,1
680,nakunattadanseitougouhidenorisanha,亡くなった男性東?英憲さんは,なくなった男性統合ひでのりさんは,14,7
681,hakkengosugunitasukenihaittakanoyouni,?見後すぐに助けに入ったかのように,?券後すぐにたすけにはいったかのように,17,5
682,eizouwoichibukiritorihenshuushimashita,映像を一部切り取り編集しました,映像を一部切り取りへんしゅうしました,15,5
683,shikashinetsuzousuku-punoeizouwo,しかし捏造スク?プの映像を,しかし捏造スク?プのえいぞうを,13,4
684,kapuseruwofukuyoushiteshinda,カプセルを服用して死んだ,カプセルを服用してしんだ,12,1
685,takaminenikapuserunomasunohamuriyana,高峰にカプセル?ますのは無理やな,高峰にカプセルのますのはむりやな,16,3
686,tattaimakarakonoyamaha,たった今からこのヤマは,たった今からこの山は,11,2
687,uenoketsurongaderumadeomaetachiha,上の結論が出るまでお前たちは,上の結論が出るまでお前たちは,14,0
688,kokodeotonashikumattero,ここでおとなしく待ってろ,ここで大人しく待ってろ,12,3
689,oredattetsuraindakarasa,俺だってつらいんだからさ,俺だってつらいんだからさ,12,0
690,torishirabechuunihitogashinderundarou,取り調べ中に人が死んでるんだろう,取り調べ中に人が死んでるんだろう,16,0
691,sousanikimatterujanai,?査に決まってるじゃない,操作に決まってるじゃない,12,2
692,sousatantoukarahazusaretandesuttene,?査??から外されたんですってね,操作??からはずされたんですってね,16,4
693,taihen'namondaiwookoshitandakara,大?な問題を起こしたんだから,大?な問題を起こしたんだから,14,0
694,kon'namonmoracchattenexe,こんなもんもらっちゃってねぇ,こんなもんもらっちゃってねぇ,14,0
695,sousawozokkousasetehoshiittesa,?査を?行させてほしいってさ,操作を?行させてほしいってさ,14,2
696,oosawaerikohakubidakedona,大??里子は首だけどな,大澤えりこはくびだけどな,11,6
697,aribainouratottekimashita,アリバイの裏取ってきました,アリバイの裏撮ってきました,13,1
698,sokokarawakattashinjijitsugaikutsuka,そこから分かった新事?が幾つか,そこからわかった信じじつがいくつか,15,7
699,mazutougounotainaikaradetekita,まず東?の??から出てきた,まずとうごうの??からでてきた,13,5
700,namahousoumaedeisogashiindakedo,生放送前で忙しいんだけど,生放送前で忙しいんだけど,12,0
701,anataniichibansaishonitsutaeyoutoomotte,あなたに一番最初に?えようと思って,あなたに一番最初に?えようと思って,17,0
702,sonohianatagatougouniseisankariwo,その日あなたが東?に?酸カリを,その日あなたが統合にせいさんかりを,15,8
703,konoseibunhanitoroseruro-sujushi,この成分はニトロセルロ?ス樹脂,この成分はニトロせるろ?すじゅし,15,7
704,mazuseisankariirinokapuseruwo,まず?酸カリ入りのカプセルを,まず生産かりいりのかぷせるを,14,9
705,manikyuanokuriako-todeko-tingusuru,マニキュアのクリアコ?トでコ?ティングする,マニキュアのクリアこ?とでこ?ちんぐする,21,7
706,koredetokedasujikanwochouseidekiru,これで溶けだす時間を調整できる,これでとけだ筋かんをちょうせいできる,15,9
707,korewofukuyousurutoensanroperamidode,これを服用すると?酸ロペラミドで,これを服要するとえんさんろぺらみどで,16,10
708,dokuirikapuserugatokedashi,毒入りカプセルが溶けだし,毒入りカプセルがとけだし,12,1
709,kapuseruzaiwonomanakerebaikenaikotowo,カプセル?を?まなければいけないことを,カプセル?をのまなければいけないことを,19,1
710,tainaininokottaseibunwokeisansuruto,??に?った成分を計算すると,??に?った成分をけいさんすると,14,4
711,tougougakapuseruwofukuyoushitanoha,東?がカプセルを服用したのは,統合がカプセルをふくようしたのは,14,6
712,sorekarayasudanoofurojoude,それから安田のお風呂場で,それから安田のお風呂じょうで,12,3
713,yuushuunaja-narisutodatta,優秀なジャ?ナリストだった,優秀なジャ?ナリストだった,13,0
714,watashigaookikunaranaitoikenai,わたしが大きくならないといけない,私が大きくならないといけない,16,3
715,tatoedon'nanichiisanakoedemo,たとえどんなに小さな?でも,たとえどんなに小さなこえでも,13,2
716,namahousouchuunijihakusurunante,生放送中に自白するなんて,生放送中に自白するなんて,12,0
717,saikinzangyousuruyouninattarashiine,最近?業するようになったらしいね,最近?業するようになったらしいね,16,0
718,souiebakinounonodachikainimokonakatta,そういえば昨日の野立?にも?なかった,そういえば昨日ののだち買いにもこなかった,18,6
719,ikemengatsudouigyoushukouryuukaida,イケメンが集う異業種交流?だ,イケメンがつどう異業種こうりゅうかいだ,14,9
720,katagirigakonaitosenryokuninaran,片桐が?ないと?力にならん,片桐が?ないとせんりょくにならん,13,5
721,maason'nakarikarisuruna,まあそんなかりかりするな,まあそんな借りカリスるな,12,4
722,matanodachikainikonakunaru,また野立?に?なくなる,またのだ近いに?なくなる,11,4
723,yamamu-niwiggukabusete,ヤマム?にウィッグかぶせて,山む?にウィッグかぶせて,13,3
724,satsujinwookoshiteruhittoman'ya,殺人を起こしてるヒットマンや,殺人を起こしてるヒットまにゃ,14,3
725,konkaitairitsusurusoshikinokanbuwo,今回?立する組織の幹部を,今回?立するそしきのかんぶを,12,6
726,soreniokuraretekitakononingyou,それに送られてきたこの人形,それに送られてきたこの人形,13,0
727,onodahantokyouryokushitesousawosuru,小野田班と協力して?査をする,小野田はんと協力してそうさをする,14,5
728,shojishiterukotonihakawarihanai,所持してることには?わりはない,所持してることには?わりはない,15,0
729,saikinraifurudanwokounyuushitahitoha,最近ライフル?を購入した人は,最近ライフルだんをこうにゅうしたひとは,14,9
730,madashigotochuunandakedone,まだ仕事中なんだけどね,まだ仕事中なんだけどね,11,0
731,kanojohatobikkirinobijindakara,彼女は飛びっ切りの美人だから,彼女は飛びっきりんびじんだから,14,5
732,juudankaratsukawaretaraifuruha,銃?から使われたライフルは,??から使われたらいふるは,13,6
733,osorakushuryouyounoremintonwo,おそらく狩?用のレミントンを,おそらく狩?用のレミんとんを,14,3
734,sukeju-rumiteokukara,スケジュ?ル見ておくから,スケジュ?ル見ておくから,12,0
735,konohitonanimowakattenai,この人何も分かってない,この人何もわかってない,11,1
736,kononingyouhaosorakukorekara,この人形はおそらくこれから,この人形はおそらくこれから,13,0
737,korehabuchoukurasushikamirenaindakedo,これは部長クラスしか見れないんだけど,これは部長クラスしかみれないんだけど,18,1
738,yobidasunayokon'natokoroni,呼び出すなよこんな所に,呼び出すなよこんなところに,11,3
739,keishichoukanbuganakawarukattanda,警視?幹部が仲?かったんだ,警視?かん舞歌なかわるかったんだ,13,8
740,dokujinisousawosusumeteitanda,?自に?査を進めていたんだ,?自に操作を進めていたんだ,13,2
741,tsuujounosousanaraarienai,通常の?査ならあり得ない,通常の操作ならありえない,12,3
742,tanimotogaonajikakkouwosasete,谷本が同じ格好をさせて,谷本が同じ格好をさせて,11,0
743,keisatsunodoukoumirutamenina,警察の動向見るためにな,警察の動向みるためにな,11,1
744,kyuukyuushadehakobaretagamamonaku,救急車で運ばれたが間もなく,救急車で運ばれたが間もなく,13,0
745,nakamawokorosunohayameruyo,仲間を殺すのはやめるよ,仲間を殺すのは?めるよ,11,1
746,asokodehappousurunohayamuwoenaishochi,あそこで?砲するのはやむを得ない?置,あそこで?砲するのはやむをえないしょち,18,4
747,zuttoseotteikushikanai,ずっと背負っていくしかない,ずっと背負って行くしかない,13,1
748,reinokeijisangautaretatteiuno,例の刑事さんが?たれたっていうの,例の刑事さんが歌れたっていうの,16,2
749,keibishinakuchaikenakute,警備しなくちゃいけなくて,警備しなくちゃいけなくて,12,0
750,ta-gettohasonoayamaijiken'nikanrenshita,タ?ゲットはその誤射事件に?連した,タ?ゲットはそのあ山井じけんいかんれんした,17,11
751,koredematadarekagakorosareru,これでまた誰かが殺される,これでまた誰かが殺される,12,0
752,kankeishiterukanouseimofukume,?係してる可能性も含め,?係してる可能性も含め,11,0
753,konoshigotojitaiwasuretonchaukana,この仕事自?忘れとんちゃうかな,この仕事自?忘れ東家うかな,15,4
754,ayamatteutaretamutousanga,誤って?たれた武藤さんが,謝って歌れたむとうさんが,12,6
755,sorenitoujijoseikeijibakariwoatsumete,それに?時女性刑事ばかりを集めて,それに?時女性刑事ばかりをあつめて,16,2
756,raibarunonodachigachuumokusareteita,ライバルの野立が注目されていた,ライバルののだ千賀ちゅうもくされていた,15,9
757,soshikihanzaiwotoukatsusuruchoutoshite,組織犯罪を統括する長として,組織犯罪をとうかつするちょうとして,13,7
758,sutandowobunkatsushitekeibiwookonau,スタンドを分割して警備を行う,スタンドを分割してけいびをおこなう,14,6
759,hontounokuromakuhakoitsunanoyo,本?の?幕はこいつなのよ,本?の?幕はこいつなのよ,12,0
760,oogesanifuttobiyagatteomae,大げさに吹っ飛びやがってお前,大げさに吹っ飛びやがっておまえ,14,2
761,betsuniiijanaissuka,別にいいじゃないっすか,別にいいじゃないっすか,11,0
762,mounaiteiiminaikara,もう泣いていい見ないから,もう泣いていい見ないから,12,0
763,oretachisaikyoutsu-toppuda,俺たち最?ツ?トップだ,俺たち最?つ?とっぷだ,11,4
764,soudansuruon'nanankaimasen,相談する女なんかいません,相談する女なんかいません,12,0
765,dousematamasukomimukenioshitsukerareta,どうせまたマスコミ向けに押し付けられた,どうせまたますこ美夢けにおしつけられた,19,7
766,bokugamadakoubankinmujidaini,僕がまだ交番勤務時代に,僕がまだ交番勤務じだいに,11,3
767,onodahanhasudeniugoiteiru,小野田班はすでに動いている,小野田はんはすでにうごいている,13,4
768,kimitachimoshikyuusousaniatattekure,君たちも至急?査に?たってくれ,きみたちも支給操作にあたってくれ,15,7
769,maenoaremokoichixyauchuunen,前のあれも?ちゃうちゅうねん,前のあれもこいちゃうちゅうねん,14,2
770,de-tonanteikasenaiyo,デ?トなんて行かせないよ,デ?トなんて行かせないよ,12,0
771,kimototohanagatahawatashitogenbani,木元と花形はわたしと現場に,木本と花形はわたしとげんばに,13,4
772,katagirihakasoukentorenkeishite,片桐は科??と連携して,片桐は科??とれんけいして,11,4
773,takaikotogawakarimashita,高いことが分かりました,高いことがわかりました,11,1
774,kounanameninatteitari,こう斜めになっていたり,江南アメンなっていたり,11,5
775,fukusuuirukotowosashiteru,複?いることを指してる,複?いる事を指してる,11,2
776,shougaitosettounozenkanoaruotokoya,傷害と??の前科のある男や,障害と??のぜんかのあるおとこや,13,7
777,minareterumitaidesune,見慣れてるみたいですね,見慣れてる見たいですね,11,1
778,naitouhakoritsushitetamitaiya,?藤は孤立してたみたいや,?藤は孤立してたみたいや,12,0
779,mouichidogaishamawariwoatatte,もう一度ガイ者周りをあたって,もう一度が?者周りをあたって,14,2
780,onodahankaranohoukokugaarimashita,小野田班からの報告がありました,おのだ半からの報告がありました,15,4
781,attenakuzetsuenjoutainiarusoudesu,?ってなく絶??態にあるそうです,あって泣く絶?じょうたいにあるそうです,16,7
782,kodomowooitenigerunante,子供を置いて逃げるなんて,子供を置いてにげるなんて,12,1
783,keisatsunohoutonokomyunike-shonha,警察の方とのコミュニケ?ションは,警察の方とのコミュニケ?ションは,16,0
784,kaisetsushiterasshaimasuga,開設してらっしゃいますが,回折してらっしゃいますが,12,2
785,kobetsunisoudangaarubaaiha,個別に相談がある場合は,個別に相談がある場合は,11,0
786,oikondeshimaukotogaooindesu,追い?んでしまうことが多いんです,追い?んでしまうことが多いです,16,1
787,itsukachichioyanimitomeraretai,いつか父親に認められたい,いつか父親に認められたい,12,0
788,aisaretaitonegatteimashita,愛されたいと願っていました,愛されたいと願っていました,13,0
789,senkyakugaitamitaidakara,先客がいたみたいだから,先客がいたみたいだから,11,0
790,ichihomosotonihadenakattatoitteimashita,一?も外には出なかったと言っていました,一?も外にはでなかったといっていました,19,3
791,genbanodogashanaikaraderuhazudakara,現場の土が車?から出るはずだから,現場の度が者ないからでるはずだから,16,5
792,toiukotohashougenhahontouka,ということは?言は本?か,ということは?言は本?か,12,0
793,tonikakuomaehaotonashikushitero,とにかくお前はおとなしくしてろ,とにかくお前はおとなしくしてろ,15,0
794,joginguchuunojoseigahakkenshiteimasu,ジョギング中の女性が?見しています,ジョギング中のじょせいがはっけんしています,17,8
795,naifudenodomotowoichigekisaretanochini,ナイフでのど元を一?された後に,ナイフで喉もとをいちげきされたのちに,15,9
796,muchakuchanakoroshikatadaga,むちゃくちゃな殺し方だが,むちゃくちゃな殺しかただが,12,2
797,atoshimatsudakehashikkarishiteiru,後始末だけはしっかりしている,後始末だけはしっかりしている,14,0
798,masukominitatakarerunda,マスコミにたたかれるんだ,マスコミに叩かれるんだ,12,2
799,masukomitaiounohoumobacchiriyatte,マスコミ??の方もばっちりやって,マスコミ??の方もバッチリやって,16,4
800,jasonosaitoetsuranshaga,じゃそのサイト??者が,じゃそのサイト??しゃが,11,2
801,sonome-ruwomirarerusubetenoningenga,そのメ?ルを見られる全ての人間が,そのメ?ルを見られるすべてのにんげんが,16,6
802,nenreimogyakutaihouhoumooyajisokkurida,年?も虐待方法も親父そっくりだ,年?も虐待方法もおやじそっくりだ,15,3
803,keishichounooosawaerikodesu,警視?の大??里子です,警視?の大澤えりこです,11,4
804,soredeichiousenseinojikentoujitsuno,それで一?先生の事件?日の,それで一?先生の事件とうじつの,13,4
805,sonojikanhawatashineteimashitakara,その時間はわたし?ていましたから,その時間は私?ていましたから,16,3
806,konogenbakaramiyagawasan'nojitakuha,この現場から宮川さんの自宅は,この現場から宮川さんおじたくは,14,4
807,miyagawasanhaeirinahamonode,宮川さんは?利な刃物で,宮川さんは永琳はもので,11,5
808,genbaninokosaretakutsuatodesuga,現場に?された靴跡ですが,現場に?された靴あとですが,12,2
809,son'nakotoaruwakenaidesuyo,そんなことあるわけないですよ,そんなことあるわけないですよ,14,0
810,sonojikanhakyoujushitsuniimashita,その時間は?授室にいました,その時間は?授しつんいました,13,3
811,kyouyuupasokon'nikameratsuiterukara,共有パソコンにカメラ付いてるから,共有パソコンいかめらついてるから,16,5
812,zengonohimofukumeteshuujitsuzenbu,前後の日も含めて終日全部,前後の日も含めて就?ぜんぶ,12,5
813,tadasousawokonransaserudakedakara,ただ?査を混?させるだけだから,ただ操作を混?させるだけだから,15,2
814,dattarasaigoniisshoniyarouyo,だったら最後に一?にやろうよ,だったら最後に一?にやろうよ,14,0
815,chichioyanihidoigyakutaiwouketeita,父親にひどい虐待を受けていた,父親にひどい虐待をうけていた,14,1
816,semaioshiirenonakanitojikomerareta,?い押し入れの中に閉じ?められた,?いおし入れんなかにとじこめられた,16,6
817,son'namainichiganan'nenmotsuduita,そんな?日が何年も?いた,そんな?日が何年もつづいた,12,2
818,tachinaorukotogadekinakattakeisukesanha,立ち直ることができなかった啓介さんは,立ち直ることができなかったけいすけさんは,18,4
819,sorewohakkenshitaanataha,それを?見したあなたは,それを?見したあなたは,11,0
