NUM,EXPECTED,model_epoch_01_gs_30730_beam_width_1,# characters,edit distance
815,父親にひどい虐待を受けていた,父親にひどい逆待を受けていた,14,1
816,狭い押し入れの中に閉じ込められた,狭いおし入れの中に閉じ込められた,16,1
817,そんな毎日が何年も続いた,そんな毎日が何年も続いた,12,0
818,立ち直ることができなかった啓介さんは,立ち直ることができなかった経助さんは,18,2
819,それを発見したあなたは,それを発見したあなたは,11,0
820,押し入れに閉じ込められて,押し入れにとじ込められて,12,1
821,直接的な表現がいいかも,直接的な表現がいいかも,11,0
822,気付かないでいたなんて,気付ないでいたなんて,11,1
823,教授室に入ったときには,教授室に入ったときには,11,0
824,利き手が変わることはまれではないの,聞き手が変わることはまれではないの,17,1
825,これは自分に起こってることではないと,これは自分に起こってることではないと,18,0
826,思い込んでしまったのね,思い込んでしまったのね,11,0
827,たくさん救ってきたのは事実です,たくさんすくってきたのは事実です,15,2
828,啓介さんの人格ではなく,軽輔さんの人格ではなく,11,2
829,何か切なくなっちゃったな,何か切なくなっちゃったな,12,0
830,ちょっと大事なこと言いに来た,ちょっと大事なこと言いに来た,14,0
831,女性への関心は極めて強いが,女性への関心は極めて強いが,13,0
832,お前ら今消しゴム盗んだろうう,おまえらい負けしゴムヌスンだろうう,14,8
833,だからお母さん駄目ですって,だからお母さんだめですって,13,2
834,講習やってるんですから,口臭やってるんですから,11,2
835,対策室の面々は人が足りない,対策室の面面は人が足りない,13,1
836,何でわたしが小学生相手に,なんで私が小学生相手に,12,5
837,俺が謹慎処分ってことで,オレが近親処分ってことで,11,4
838,逆に矛先をかわしたんだよ,逆に矛先をかわしたんだよ,12,0
839,手伝ってもらうつもりだったけど,手伝ってもらうつもりだったけど,15,0
840,駅前広場に設置された爆弾が,駅前広場に設置された爆弾が,13,0
841,まあ取り調べるしかないやろ,まあとり調べるしかないやろ,13,1
842,岩井と片桐は被疑者の取り調べ,いわいと肩切りは被義者の取り調べ,14,7
843,かみつかれないようにね,か見つかれないようにね,11,1
844,俺の耳に入ってくるはずだぞ,オレの耳に入ってくるはずだぞ,13,2
845,ごみ箱蹴ったのと今回の事件と,ゴミバコケったのと今回の事件と,14,5
846,それを切り出すタイミング,それを切り出すタイミング,12,0
847,こいつは俺の大学の後輩だ,コイツは俺の大学の後輩だ,12,3
848,だがまだ確証がつかめない,だがまだ覚笑がつかめない,12,2
849,あれも汚職の発覚を恐れた,あれもお職の発覚を恐れた,12,1
850,必死なやつらが上層部にいる,必死なやつらが上装部にいる,13,1
851,犯人の意図が分かりません,犯人の糸がわかりません,12,3
852,取り調べの緩急をだいぶ学んだようね,取り調べの環球を大部正なんだようね,17,6
853,関係があるのは彼じゃない,関係があるのは彼じゃない,12,0
854,当然実験に使うものだと思い,当然実験に使うものだと思い,13,0
855,本人はそれをかたくなに否定してる,本人はそれを硬くなに否定してる,16,2
856,その兄の置き時計を使って,その兄のおきど計を使って,12,2
857,リーダーはじめ主要な幹部が,リUダUはじめ主要な幹部が,13,2
858,本当に刑事だったんだな,本当に掲示だったんだな,11,2
859,それを探るために俺と付き合ってたなんて,それを探るためにおれと付き合ってたなんて,19,2
860,新たな情報があるそうだ,新たな情報があるそうだ,11,0
861,だんだん多くなってるんですよね,弾弾多くなってるんですよね,15,4
862,講義をしていた教授は無事でした,講義をしていた教授は無事でした,15,0
863,黒い月との関係は出てきてません,黒い月との関係は出てきてません,15,0
864,シャッターの修理に参りました,シャッタUの修理に参りました,14,1
865,こちらサインの方お願いします,こちらサインのほうお願いします,14,2
866,本当の威力は分からない,本当の威力はわからない,11,1
867,これ当時の直接の指揮官は,これ当時の直接の指揮官は,12,0
868,情報のご提供が欠かせません,情報のご提供が欠かせません,13,0
869,つきましては捜査にご協力,月ましては捜査にご協力,12,2
870,感謝状を差し上げたいと思います,感謝場を指し上げたいと思います,15,2
871,ぶち当たったかもしれませんよ,ぶちあたったかもしれませんよ,14,1
872,黒い月のターゲットはそのホールなのよ,黒い月のタUゲットはそのホUルなのよ,18,2
873,こっちにも爆弾があります,こっちにも爆弾があります,12,0
874,大学の講義室を狙ったのも,大学の抗議室を狙ったのも,12,2
875,全警備をこっちに回してくれ,全形日をこっちに回してくれ,13,2
876,目的じゃなかったとしたら,目的じゃなかったとしたら,12,0
877,大山警視総監になってから,大山系司総館になってから,12,3
878,プールしていたと思われる,プUルしていたと思われる,12,1
879,予算運営部は使えなくなった,予算運営部は使えなくなった,13,0
880,また狙われるかもしれないから,また狙われるかもしれないから,14,0
881,その格好で会場に入った,その格好で会場に入った,11,0
882,君たちの指揮権を持つことになった,キミたちの指揮験を持つことになった,16,3
883,君たちには働いてもらう,キミたちには働いてもらう,11,2
884,もしかしたらそのころから,もしかしたらそのころから,12,0
885,警察幹部の妨害があったのかも,警察幹部の妨害があったのかも,14,0
886,その程度の嘘しかつけねえようじゃ,その程度濃組しかつけねえようじゃ,16,2
887,わたし根が正直だから嘘つけないの,私根が正直高らうそつけないの,16,7
888,逮捕のときにたっぷりと,逮捕の時にタップリと,11,6
889,果たせへんかったけどな,はた背変かったけどな,11,4
890,そのすきに乗じるつもりや,その好きに常事るつもりや,12,3
891,これが仕掛けられた爆弾,これが仕掛けられた爆弾,11,0
892,あなたしか分かる人がいないと思います,安しか分かる人がいないと思います,18,3
893,事件解決のためなら頭を下げる,事件解決のためなら頭を下げる,14,0
894,それがわたしのプライド,それが私のプライド,11,3
895,この前もお前にはだまされた,この前もお前にはだまされた,13,0
896,お茶でも飲みながらゆっくりやりましょう,お茶でも飲みながらゆっくりやりましょう,19,0
Total CER: 1618/12057=0.13,,,,
