NUM,ROMAJI,EXPECTED,GOT (M),SwiftKey 6.4.8.57 (S),FULL SCORE,M,S
391,dattarahiguchisan'nitanomuwa。,だったら樋口さんに頼むわ。,だったらひ一さんに頼むのわ。,だったら樋口さんに頼むわ。,13,10,13
392,on'nanotekihayurushitakunaindesu。,女の敵は許したくないんです。,女の敵は許したくないんです。,女の敵は許したくないんです。,14,14,14
393,kanedahamainichikimattajikan'ni。,金田は毎日決まった時間に。,カネダは毎日決まった時間に。,兼田は毎日決まったじかんい。,13,10,8
394,keishichounokatagiritomoushimasuga。,警視庁の片桐と申しますが。,警視庁の片桐りと申しますが。,警視庁の片桐ともうしますが。,13,12,11
395,dakarazen'in'yatteyaroutoomotte。,だから全員やってやろうと思って。,だから全員やってやろうと思って。,だから全員やってやろうとおもって。,16,16,14
396,katakusousakunoreijoumotorimashita。,家宅捜索の令状も取りました。,かたく早作の異常も取りました。,家宅捜索の礼状もとりました。,14,7,12
397,kanarazushoukohadetekuruhazudesu。,必ず証拠は出てくるはずです。,必ず賞子は出てくるはずです。,必ず証拠はでてくるはずです。,14,12,13
398,anatahamoderunakamanosatousan。,あなたはモデル仲間の佐藤さん。,あなたはモデル仲間の佐藤さん。,貴方はモデル中真野さとうさん。,15,15,6
399,sokodeba-deshiriattasanjouni。,そこでバーで知り合った三上に。,そこでバーで知り合った参浄に。,そこでバーで知り合ったさんじょうに。,15,13,10
400,ippoutekinianataniaijouwomuketeita。,一方的にあなたに愛情を向けていた。,一方的にあなたに愛情を向けていた。,一方的にあなたに愛情をむけていた。,17,17,16
401,ushirokarakikengaotozurerutoha。,後ろから危険が訪れるとは。,後ろから危険が訪れるとは。,後ろから危険が訪れるとは。,13,13,13
402,anatahatameikiwotsuita。,あなたはため息をついた。,あなたはため息をついた。,あなたはため息をついた。,12,12,12
403,aitegamenomaeniiruuchiha。,相手が目の前にいるうちは。,相手が目の前にいるうちは。,相手が目の前にいるうちは。,13,13,13
404,nakanakashoukogaagaranakatta。,なかなか証拠が挙がらなかった。,なかなか少こうが現がなかった。,なかなか証拠が上がらなかった。,15,10,14
405,kanedawokanshisurutamenine。,金田を監視するためにね。,カネダを感しするためにね。,兼田を監視するためにね。,12,7,11
406,naninimomitsukaranakatta。,何にも見つからなかった。,何にも見つからなかった。,何にも見つからなかった。,12,12,12
407,ikuradaijinashigotonotametohaie。,いくら大事な仕事のためとはいえ。,いくら大事な仕事のためとはいえ。,いくら大事な仕事のためとはいえ。,16,16,16
408,izureniseyokatakusousakusureba。,いずれにせよ家宅捜索すれば。,いずれにせよかく捜索すれば。,いずれにせよ家宅捜索すれば。,14,12,14
409,hokanimoshoukohadetekuruhazu。,ほかにも証拠は出てくるはず。,ほかにも少こは出てくるはず。,他にも証拠は出てくるはず。,14,12,12
410,zenbuzaikabuttekuretanoni。,全部罪かぶってくれたのに。,全部在かぶってくれたのに。,全部剤かぶってくれたのに。,13,12,12
411,fukkatsudekirutokodattanonina。,復活できるとこだったのにな。,復活できるとこだったのにな。,復活できるとこだったのにな。,14,14,14
412,yapparichokkanhatadashikattawa。,やっぱり直感は正しかったわ。,やっぱり直感はただしかったわ。,やっぱり直感は正しかったわ。,14,12,14
413,an'nanomotanaidesho。,あんなの持たないでしょ。,あんなのも他ないでしょ。,あんなの持たないでしょ。,12,10,12
414,hiretsunahanzaishanotekigawatashinano。,卑劣な犯罪者の敵がわたしなの。,比立つな犯罪者の手型私なの。,卑劣な犯罪者のてきがわたしなの。,15,7,13
415,keishichounikitemoraukara。,警視庁に来てもらうから。,警視庁に来てもらうから。,警視庁に来てもらうから。,12,12,12
416,masukomiippaikurundesho。,マスコミいっぱい来るんでしょ。,マスコミイっぱいくるんでしょ。,マスコミいっぱい来るんでしょ。,15,13,15
417,kiminiarehanekonchuuwomirumedayo。,君にあれはね昆虫を見る目だよ。,君にあれは根口中を見るだめよ。,君にあれはね昆虫をみるめだよ。,15,10,13
418,aruimikakkoyokattadesuyo。,ある意味カッコ良かったですよ。,ある意味カッコ良かったですよ。,ある意味かっこよかったですよ。,15,15,11
419,doujousurunaramoukonwokure。,同情するなら毛根をくれ。,同情するならも運句をくれ。,同情するならもうこんをくれ。,12,9,8
420,nanikakandukarerunjanaikatte。,何か感づかれるんじゃないかって。,何かかんづかれるんじゃないかって。,何か感づかれるんじゃないかって。,16,14,16
421,higuchiyukariwoneratterukoto。,樋口ゆかりを狙ってること。,日口ゆをりを狙ってること。,樋口ゆかりを狙ってること。,13,11,13
422,jibun'nokangaewozenbuhaiwanai。,自分の考えを全部は言わない。,自分の考えを全部はいわない。,自分の考えを全部は言わない。,14,13,14
423,hontouhashinjitsuniagetakattandayo。,本当は真実にあげたかったんだよ。,本当は信日に挙げたかったんだよ。,本当は真実にあげたかったんだよ。,16,13,16
424,yapparichantokangaeterundaanatamo。,やっぱりちゃんと考えてるんだあなたも。,やっぱりちゃんと考えてるんだあなたも。,やっぱりちゃんと考えてるんだあなたも。,19,19,19
425,api-rusuruneraimoaru。,アピールする狙いもある。,アピールする狙いもある。,アピールする狙いもある。,12,12,12
426,anatanoushironihawatashitachigairu。,あなたの後ろには私達がいる。,あなたのうシロには私たちがいる。,あなたの後ろには私たちがいる。,14,9,12
427,min'nanibouhantoiumonowo。,みんなに防犯というものを。,みんなに暴犯というものを。,みんなに防犯と言うものを。,13,12,12
428,shittemorautameniyattekimashita。,知ってもらうためにやって来ました。,知ってもらうためにやってきました。,知ってもらう為にやってきました。,17,16,14
429,zettainidoawoaketehaikemasen。,絶対にドアを開けてはいけません。,絶対に度あを開けてはいけません。,絶対にドアを開けてはいけません。,16,14,16
430,fusokunojitainotaishohoudesu。,不測の事態の対処法です。,不測の事態の他書歩です。,不足の事態の対処ほうです。,12,9,9
431,yappariatashimuridesu。,やっぱりあたし無理です。,やっぱりあたし無理です。,やっぱりあたし無理です。,12,12,12
432,shigotonitaisurushiseinomondai。,仕事に対する姿勢の問題。,仕事に対する姿勢の問題。,仕事に対する姿勢の問題。,12,12,12
433,iedesukinadakeneteinasai。,家で好きなだけ寝ていなさい。,家で好きなだけ寝てないさい。,家で好きなだけ寝ていなさい。,14,12,14
434,kimotosangataihen'nandesuyo。,木元さんが大変なんですよ。,基本さんが大変なんですよ。,木本さんが大変なんですよ。,13,11,12
435,kochirakararenrakusurumade。,こちらから連絡するまで。,こちらから連絡するまで。,こちらから連絡するまで。,12,12,12
436,makotonimoushiwakearimasenga。,誠に申し訳ありませんが。,誠に申し訳ありませんが。,誠に申し訳ありませんが。,12,12,12
437,denwawooukesurukotogadekimasen。,電話をお受けすることができません。,電話を押けすることができません。,電話をお受けすることができません。,17,15,17
438,iyaninattandeshou。,いやになったんでしょう。,嫌になったんでしょう。,嫌になったんでしょう。,12,10,10
439,shakaijintoshitearumajikikoui。,社会人としてあるまじき行為。,社会人としてあるマジコ機構。,社会人としてあるまじき行為。,14,9,14
440,puronojikakuganainingenha。,プロの自覚がない人間は。,プロの自覚がない人間は。,プロの自覚がない人間は。,12,12,12
441,tonikakumamirindakehazettaidame。,とにかく真美りんだけは絶対ダメ。,とにかくマミリンだけは絶対ダメ。,とにかくまみりんだけは絶対ダメ。,16,12,14
442,bukanojinseiwomoteasobu。,部下の人生をもてあそぶ。,部下の人生をもて遊ぶ。,部下の人生を弄ぶ。,12,10,8
443,genzaigaishanomimotonowaridashichuudesu。,現在ガイシャの身元の割り出し中です。,現在害者の身元の割出中です。,現在が医者の身元のわりだしちゅうです。,18,12,9
444,tadanochinpiradoushinokenkada。,ただのチンピラ同士の喧嘩だ。,ただの珍地ラ同士のケンカだ。,ただのチンピラ童心けんかだ。,14,8,9
445,tsukawaretakenjuuhafiripinru-tode。,使われた拳銃はフィリピンルートで。,使われた研準はフィリニンプルートで。,使われた拳銃はフィリピンるーとで。,17,13,15
446,jikendehanaitoomoimasuga。,事件ではないと思いますが。,事件ではないと思いますが。,事件ではないと思いますが。,13,13,13
447,sorehakochiragakimemasunode。,それはこちらが決めますので。,それはこちらが決めてますので。,それはこちらが決めますので。,14,13,14
448,koreshu-kuri-mumottekimashita。,これシュークリーム持ってきました。,これシュークリーム持ってきました。,これシュークリーム持ってきました。,17,17,17
449,son'nanijikanhakakaranaitoomouwa。,そんなに時間はかからないと思うわ。,そんなに時間はかからないと思う。,そんなに時間はかからないと思うわ。,17,16,17
450,souiebakimotonoyatsutte。,そういえば木元のやつって。,そういえばきもとのやって。,そういえば木本のやつって。,13,9,12
451,tosainuyorikigatsuyoidesu。,土佐犬より気が強いです。,とサイヌよりキツが強いです。,土佐犬より気が強いです。,12,6,12
452,anokomoaikawarazudana。,あの子も相変わらずだな。,あのコモアイかわらずだな。,あの子も相変わらずだな。,12,7,12
453,shouryounoensosan'iongafukumareteita。,少量の塩素酸イオンが含まれていた。,少量のエンソサイオンが含まれていた。,少量の塩素さんイオンがふくまれていた。,17,13,13
454,kinoukararenrakutsukanakuttesa。,昨日から連絡つかなくってさ。,機能から連絡かったくなってさ。,昨日から連絡つかなくってさ。,14,8,14
455,jitakunidenwasasetemoraimashita。,自宅に電話させてもらいました。,自宅に電話させてもらいました。,自宅に電話させてもらいました。,15,15,15
456,kinshimachinopabudehataraiterundakedo。,錦糸町のパブで働いてるんだけど。,錦糸町のパブで働いてるんだけど。,禁止街のパブで働いてるんだけど。,16,16,13
457,konomamadatodenkimotomerareru。,このままだと電気も止められる。,このままだと電気も止められる。,このままだと電気求められる。,15,15,13
458,tadaimarusunishiteorimasu。,ただいま留守にしております。,ただいまルスにしております。,ただいま留守にしております。,14,12,14
459,konkaimomimotonowakarumonoha。,今回も身元の分かる物は。,今回も身元の分かる者は。,今回も身元のわかるものは。,12,11,9
460,higaishanojitenshanibutsukatta。,被害者の自転車にぶつかった。,被害者の事点車にぶった。,被害者の自転車にぶつかった。,14,10,14
461,onajimesse-jiwonokoshiteru。,同じメッセージを残してる。,同じメッセージを残してる。,同じメッセージを残してる。,13,13,13
462,kouiumesse-jiwonokoshitarihashinai。,こういうメッセージを残したりはしない。,こういうメッセージを残したりはしない。,こういうメッセージを残したりはしない。,19,19,19
463,kinitsurushiagetatokangaerareru。,木につるし上げたと考えられる。,気につく仕上げたと考えられる。,気に吊るし上げたと考えられる。,15,12,13
464,koreranokotokarahan'ninha。,これらのことから犯人は。,これらのことから半人は。,これらのことから犯人は。,12,11,12
465,hageshiisupo-tsuwoyatteite。,激しいスポーツをやっていて。,激しいスポーツをやっていて。,激しいスポーツをやっていて。,14,14,14
466,shakaiseikatsuhakichintokonashiteite。,社会生活はきちんとこなしていて。,社会生活はきちんとこなしていて。,社会生活はきちんとこなしていて。,16,16,16
467,madahankouhatsudukukanouseigatakai。,まだ犯行は続く可能性が高い。,まだ犯行は続く可能性が高い。,まだ反抗は続く可能性がたかい。,14,14,10
468,modotterunjanaikatoomotte。,戻ってるんじゃないかと思って。,戻ってるんじゃないかと思って。,戻ってるんじゃないかと思って。,15,15,15
469,aaiunonihaittarishite。,ああいうのに入ったりして。,ああいうのに入ったりして。,ああいうのに入ったりして。,13,13,13
470,hadenihashaideimashita。,派手にはしゃいでいました。,派でにはシャイでいました。,派手にはしゃいでいました。,13,9,13
471,hatteittamonogaarimasukedo。,貼っていったものがありますけど。,張っていったものがありますけど。,はって言ったものがありますけど。,16,15,14
472,menkyoshouhaho-muresukarameigiwokatta。,免許証はホームレスから名義を買った。,免許省はホームレスから目義をかった。,免許小破ホームレスから名義をかった。,18,15,15
473,nagurukerudekoroshitachixyuujiken'ya。,殴る蹴るで殺したちゅう事件や。,長くるけるで殺したチュージ件兼。,殴るけるで殺したちゅうじけにゃ。,15,7,10
474,toujiwadaininattajikendesu。,当時話題になった事件です。,当時話題になった事件です。,当時話題になった事件です。,13,13,13
475,nan'ninkadeyattandayona。,何人かでやったんだよな。,何人かでやったんだよな。,何人かでやったんだよな。,12,12,12
476,sorekararinchisatsujindekorosareta。,それからリンチ殺人で殺された。,それからリンチ殺人でこされた。,それからリンチ殺人でころされた。,15,14,13
477,mihariyakudattaotokogairundesu。,見張り役だった男がいるんです。,見張り役だった音がいるんです。,みは利益だった男がいるんです。,15,14,11
478,ge-musenta-deasondeita。,ゲームセンターで遊んでいた。,ゲームセンターで遊んでいた。,ゲームセンターで遊んでいた。,14,14,14
479,senta-uranitsuredashisuuhatsunagutta。,センター裏に連れ出し数発殴った。,センター裏に連れ出数は痛なぐった。,センター裏に連れ出し数はつなぐった。,16,11,12
480,haikyoderyouteashiwoshibattauedekankin。,廃墟で両手足を縛ったうえで監禁。,排居で両湯手を絞った上で宴勤勤。,廃墟で両手足をしばったうえでかんきん。,16,6,10
481,ichibuwointa-nettodenagashita。,一部をインターネットで流した。,一部をインターネットで流した。,一部をインターネットで流した。,15,15,15
482,sonogoegawasanhazenshindabokuniyoru。,その後江川さんは全身打撲による。,その声川さんは全身だよくによる。,その後江川さんは全身だぼくによる。,16,11,13
483,jisatsunimisekakeyoutoshitaga。,自殺に見せかけようとしたが。,自殺に見せかけようとしたが。,自殺に見せかけ用途したが。,14,14,11
484,konotokinokeisatsunotaiouni。,このときの警察の対応に。,このときの警察の対応に。,この時の警察の対応に。,12,12,10
485,fushizen'nataiyakonwomitsuketa。,不自然なタイヤ痕を見つけた。,不思全な他やコンを見つけた。,不自然なタイヤこんをみつけた。,14,8,11
486,nanimosezunimigoroshinishita。,何もせずに見殺しにした。,何もせずに見ごろしにした。,何もせずに見殺しにした。,12,10,12
487,atarashiime-rugakitemasu。,新しいメールが来てます。,新しいメールが来てます。,新しいメールが来てます。,12,12,12
488,kaigainosa-ba-karakeiyushiteimasu。,海外のサーバーから経由しています。,海外のサーバーから契由しています。,海外のサーバーから系油脂ています。,17,16,14
489,konkasoukengashirabeterudakedo。,今科捜研がしらべてるだけど。,今夏総権が調べてるだけど。,こんかそうけん頭べてるだけど。,14,9,6
490,rachisareteirunohakeishichounokeijidesu。,拉致されているのは警視庁の刑事です。,拉致されているのは警視庁の軽事です。,拉致されているのは警視庁のけいじです。,18,17,15
491,kocchinimawasuyounishita。,こっちに回すようにした。,こっちにまわすようにした。,こっちに回すようにした。,12,10,12
492,anobouhankyanpe-n'noyatsu。,あの防犯キャンペーンのやつ。,あの防犯キャンペーンのヤツ。,あの防犯キャンペーンおやつ。,14,12,13
493,kokumin'nozeikintsukattean'naasobishite。,国民の税金使ってあんな遊びして。,国民の税金使って案内すぼして。,国民の税金使ってあんああそびして。,16,11,13
494,omaeragayurusenaindayone。,お前らが許せないんだよね。,おまえらが許せないんだよね。,お前らが許せないんだよね。,13,11,13
495,eizoumirebawakarudesho。,映像見ればわかるでしょ。,映像見ればわかるでしょ。,映像見ればわかるでしょ。,12,12,12
496,shikikenhaoosawanishimashou。,指揮権は大沢にしましょう。,試験は大阪にしましょう。,指揮権は多さわにしましょう。,13,9,10
497,kiwametekiken'namaruhidesu。,きわめて危険なマル被です。,極めて危険な丸気です。,極めて危険あまるひです。,13,8,7
498,byouin'atokaratsuredasarete。,病院跡から連れ出されて。,病院跡から連れ出されて。,病院後から連れ出されて。,12,12,11
499,inta-nettonokakikomichekkuto。,インターネットの書き込みチェックと。,インターネットの書き込みチェックと。,インターネットの書き込みチェックと。,18,18,18
500,tokubetsuhanzaitaisakunoiwaidakedo。,特別犯罪対策の岩井だけど。,特別販売対策の岩ワイだけど。,特別犯罪たい桜乃いわいだけど。,13,9,6
501,shirabetehoshiikotogaarun'ya。,調べてほしいことがあるんや。,調べて欲しいことがあるんや。,調べてほしいことがあるんや。,14,13,14
502,nigeraresoudenigerarenai。,逃げられそうで逃げられない。,逃げられそうで逃げられない。,逃げられそうで逃げられない。,14,14,14
503,zetsuboudekimotonokiryokuganaerukoto。,絶望で木元の気力が萎える事。,絶望できもとの力が鳴えること。,絶望出来元の気力がなえること。,14,7,9
504,han'ninmosorewoneratteiru。,犯人もそれを狙っている。,犯人もそれを狙っている。,犯人もそれを狙っている。,12,12,12
505,tsuketetteittandakarahayakutsuketeyo。,付けてって言ったんだから早く付けてよ。,つけて言ってんだから速くてきてよ。,つけてって言ったんだから早くつけてよ。,19,12,17
506,koukanjoukenwomochidashizemenitenjiru。,交換条件を持ち出し攻めに転じる。,交換条件を持ち出し目に点じる。,交換条件を持ち出しぜ面てんじる。,16,13,12
507,dattaraikuranarayouidekiru。,だったらいくらなら用意出来る。,だったらいくらならようできる。,だったらいくらなら用意できる。,15,11,13
508,sutoresureberumosoutoutakai。,ストレスレベルも相当高い。,ストレスレベルも相当たいか。,ストレスレベルも相当高い。,13,11,13
509,fushizen'nanoizugazu-ttohaitteru。,不自然なノイズがずーっと入ってる。,不思然なのイズがズッッと入ってる。,不自然なノイズがずーっとはいってる。,17,12,15
510,gakkoudemomondaijidattayoudesu。,学校でも問題児だったようです。,学校でも問題事だったようです。,学校でも問題児だったようです。,15,14,15
511,shougenwonan'ninmoshiteimasu。,証言を何人もしています。,正限を何人もしています。,証言を何人もしています。,12,10,12
512,tsuuwanokirokugurainokottoruyaro。,通話の記録ぐらい残っとるやろ。,通話の記録ぐらいのコットやロ。,通話の記録ぐらいのこっとるやろ。,15,10,13
513,keishichounonodachigatanonderutte。,警視庁の野立が頼んでるって。,警視庁ののだちが頼んでるって。,警視庁ののだちがたのんでるって。,14,11,9
514,minasandewaketekudasai。,みなさんで分けてください。,皆さんで分けてください。,皆さんで分けてください。,13,11,11
515,jikoshikinmofundan'nitsukatteru。,自己資金もふんだんに使ってる。,自己式金も弾んに使ってる。,自己資金もふんだんにつかってる。,15,11,13
516,kimotowosuisouniiretanomo。,木元を水槽に入れたのも。,気元を水装に入れたのも。,木本を水槽にいれたのも。,12,10,10
517,keisatsuwokarakattetanoshinderu。,警察をからかって楽しんでる。,警察をからかって楽しんでる。,警察をから買ってたの死んでる。,14,14,10
518,takakurayamajanaikatoiu。,高倉山じゃないかという。,高倉やじゃないかという。,たか倉山じゃないかという。,12,11,10
519,ichidohadekishimadesaserarekaketeru。,一度は溺死までさせられかけてる。,一度はできしまで刺せられかけてる。,一度は出来島でさせられかけてる。,16,12,13
520,bosugakonaitoomoshirokunaijan。,ボスが来ないと面白くないじゃん。,ボスが来ないと面白くないじゃん。,ボスが来ないと面白くないじゃん。,16,16,16
521,maatashikanison'nakanjidana。,まあ確かにそんな感じだな。,まあ確かにそんな感じだな。,まあ確かにそんな感じだな。,13,13,13
522,dokonidemomarugoshideikuwa。,どこにでも丸腰で行くわ。,どこにでも丸ごしでいくわ。,どこにでも丸腰でいくわ。,12,9,11
523,min'natsuiterusorewasurenaide。,みんな付いてるそれ忘れないで。,みんな付いてるそれわすれないで。,みんなついてるそれ忘れないで。,15,13,14
524,sutoresureberugaagatta。,ストレスレベルが上がった。,ストレスレベルが上がった。,ストレスレベルが上がった。,13,13,13
525,koregatoujinotsuuhounorokuonte-puya。,これが当時の通報の録音テープや。,これが当時の通報の黒音テープ。,これが当時の通報の録音てーぷや。,16,14,14
526,futsuunokotonikyoumiganakute。,普通のことに興味がなくて。,普通のことに興味がなくて。,普通のことに興味がなくて。,13,13,13
527,demootonaninattarakoseidesuyo。,でも大人になったら個性ですよ。,でも大人になったら個性ですよ。,でも大人になったら個性ですよ。,15,15,15
528,kasoukensoudouindekaisekishitemoratte。,科捜研総動員で解析してもらって。,仮想検想道人で回析してもらって。,科捜研総動員でかいせきしてもらって。,16,9,12
529,nakamanantezenzen'ateninaranaidarou。,仲間なんて全然当てにならないだろう。,仲間なんて全然当てにならないだろう。,仲間なんて全然当てにならないだろう。,18,18,18
530,son'nakotoyatteomoshiroinokayo。,そんなことやっておもしろいのかよ。,そんなことやって面白いのかよ。,そんなことやって面白いのかよ。,17,13,13
531,tomodachigarinchisareteirundesu。,友達がリンチされているんです。,友達が進ん指されているんです。,友達がリンチされているんです。,15,12,15
532,orehairoiroshirabetebenkyoushite。,俺は色々調べて勉強して。,オレはいろいろ調べて勉強して。,俺は色々調べて勉強して。,12,6,12
533,shounen'inkaradetekiyagatta。,少年院から出てきやがった。,少年インからできや曲がった。,少年院から出てきやがった。,13,8,13
534,maitoshiiwatteyagattanda。,毎年祝ってやがったんだ。,毎年祝いってやがったんだ。,毎年祝ってやがったんだ。,12,11,12
535,shougakkounodoukyuuseitajimashingodesu。,小学校の同級生田島しんごです。,小学校の同級生手町新吾です。,小学校の同級生田島しんごです。,15,10,15
536,karemokubokaraijimewouketeimasu。,彼も久保からいじめを受けています。,彼も僕からイメを受けています。,彼もくぼからいじめをうけています。,17,12,14
537,kimotosanga-rusukautoniitakara。,木元さんガールスカウトにいたから。,基本さんがールスカウトにいたから。,木本さんがーるスカウトにいたから。,17,14,14
538,aitsuakirametenakattan'ya。,あいつ諦めてなかったんや。,あいつき極めてなかったんや。,あいつ諦めてなかったんや。,13,11,13
539,nanimodekinaimamamenomaede。,何も出来ないまま目の前で。,何もできないままの前前で。,何もできないまま目の前で。,13,9,11
540,nakamagashindeikutsurasawoajiwattekure。,仲間が死んでいく辛さを味わってくれ。,仲間が死んでいくさらを味わってくれ。,仲間が死んでいくつらさをあじわってくれ。,18,16,14
541,hikyounanohaanatajanai。,卑怯なのはあなたじゃない。,非教なのはあなたじゃない。,卑怯なのはあなたじゃない。,13,11,13
542,sorehaimademokawaranai。,それは今でも変わらない。,それは今でも変わらない。,それは今でも変わらない。,12,12,12
543,orehanatsuyokunattandayo。,俺はな強くなったんだよ。,オレは夏よくなったんだよ。,俺はな強くなったんだよ。,12,8,12
544,korehafuroitonoiuhanpukukyouhaku。,これはフロイトの言う反復脅迫。,これはフロイトの言う繁興行は。,これはフロイトの言う反復きょうはく。,15,11,10
545,koukaisaretauedekorosareteiru。,公開された上で殺されている。,公開された上で殺されている。,公開された上で殺されている。,14,14,14
546,egawakuntoonajisetsujokuwoajiwattekure。,江川君と同じ雪辱を味わってくれ。,笑わくんと同じ接筋を味わってくれ。,江川くんと同じ雪辱をあじわってくれ。,16,10,12
547,jigensouchiwoosutokitamerattajan。,時限装置を押す時ためらったじゃん。,事現装地を襲すときためらったジャン。,次元装置をおすときためらったじゃん。,17,8,12
548,imanowatashihaanatatohachigau。,今の私はあなたとは違う。,今の私はあなたとは違う。,今の私はあなたとは違う。,12,12,12
549,aitsuratoonajikotoshitedousuru。,あいつらと同じことしてどうする。,あいつらと同じことしてどうする。,あいつらと同じことしてどうする。,16,16,16
550,antamobyouin'niikanakya。,あんたも病院に行かなきゃ。,あんたも病院にいかなきゃ。,あんたも病院に行かなきゃ。,13,12,13
551,anogekinokaerimichiikinari。,あの劇の帰り道いきなり。,あの劇の帰りみちいきなり。,あの劇の帰り道いきなり。,12,10,12
552,bukagahanzainimakikomaretemo。,部下が犯罪に巻き込まれても。,部価が犯罪に巻き込まれても。,部下が犯罪に巻き込まれても。,14,13,14
553,keisatsukan'norachikankin'noyougide。,警察官の拉致監禁の容疑で。,警察官のラチ近金の容疑で。,警察官の拉致監禁おようぎで。,13,9,9
554,sekkakubokunokubimomanukaretandashi。,せっかく僕のクビも免れたんだし。,せっかくぼく首にも向かれたんだし。,せっかく僕の首も免れたんだし。,16,10,14
555,kesahaasamadeitanonine-。,今朝は朝までいたのにねー。,毛さは朝までいたのにネー。,今朝は朝までいたのにねー。,13,10,13
556,sakkiseirishitaradetekita。,さっき整理したら出てきた。,さっきせいりしたら出てきた。,さっき整理したら出てきた。,13,10,13
557,owariinihaaitsugaheisukesanga。,終いにはあいつが平助さんが。,おわりには相手が閉須さんが。,終わりいには会い番いすけさんが。,14,6,7
558,soretomoheisukesangaaitsunanoka。,それとも平助さんがあいつなのか。,それともヘイスケさんがいつなのか。,それとも平助さんがあいつなのか。,16,11,16
559,nanitozoonbin'nitoittekiteru。,何とぞ穏便にと言ってきてる。,何とご存人にといってきてる。,何卒音便いといってきてる。,14,10,9
560,todomenoichigekiwoukerumade。,とどめの一撃を受けるまで。,届めの一撃激を受けるまで。,とどめの一撃をうけるまで。,13,10,12
561,tetsuaruihasuchiruseinomonodatoshika。,鉄あるいはスチル製のものだとしか。,手あるいはシチル製のものだとしか。,鉄歩いはスチルせいのものだとしか。,17,15,13
562,shimonhasubetefukitorareteita。,指紋は全てふき取られていた。,市門はすべて吹き取られていた。,しもんは全て吹きとられていた。,14,9,9
563,tewotsukeraretakeisekiganaitame。,手を付けられた形跡がないため。,手をつけられた形跡がないため。,手をつけられた形跡がないため。,15,14,14
564,purasusoutouatamanokirerujinbutsu。,プラス相当頭の切れる人物。,プラス総統歌の巻れる人物。,プラス相当頭のきれるじんぶつ。,13,9,8
565,kimototowatashihamazugenbani。,木元とわたしはまず現場に。,基本と私はます現場に。,木本と私はまずげんばに。,13,7,6
566,hankougaattatoomowareru。,犯行があったと思われる。,犯行があったと思われる。,反抗があったと思われる。,12,12,10
567,masukominihamienaikarakeisatsu。,マスコミには見えないから警察。,マスコミには見えないから警察。,マスコミには見えないから警察。,15,15,15
568,teiukakimitachinohanashikikasetekureyo。,ていうか君たちの話聞かせてくれよ。,ていうかキミ立ちの花慣しかせてくれよ。,ていうか君たちの話聞かせてくれよ。,17,11,17
569,min'nataimenbakkakinishiterukanjidesune。,みんな体面ばっか気にしてる感じですね。,みんな大弁かっかりにしてる感じですね。,みんな対面ばっかきにしてるかんじですね。,19,15,15
570,anokotachichantohanasanaidesho。,あの子たちちゃんと話さないでしょ。,あの子たちゃんと話さないでしょ。,あの子たちちゃんと話さないでしょ。,17,16,17
571,watashinimuitekurenaitokomaruno。,わたしに向いてくれないと困るの。,私に向いてくれないと困るの。,私に向いてくれないと困るの。,16,13,13
572,jukukankeishamomiteimasen。,塾関係者も見ていません。,熟関係者も見ていません。,塾関係者も見ていません。,12,11,12
573,deteittajinbutsumomadawakaran。,出ていった人物もまだ分からん。,出ていった人物もまだわからん。,出て行った人物もまだわからん。,15,14,13
574,demotabunkanojohanottekuru。,でもたぶん彼女は乗ってくる。,でも多文化彼女のは来てくる。,でも多分彼女は乗ってくる。,14,8,11
575,onjoutorikaiwomotteatari。,温情と理解をもって当たり。,音情取理を持ってあたり。,温情鳥飼をもってあたり。,13,8,9
576,sonoshinjouwokizutsukenaiyouni。,その心情を傷つけないように。,その真場を気づけないように。,その心情を傷つけないように。,14,10,14
577,jougitokonpasudeegakeru。,定規とコンパスで描ける。,上記とコンパスで描ける。,定規とコンパスでえがける。,12,10,10
578,nankasugokumoriagatteru。,なんかすごく盛り上がってる。,なんかすごく盛り上がってる。,なんかすごく盛り上がってる。,14,14,14
579,kyorigaarutomoriagarukedo。,距離があると盛り上がるけど。,距離があるともリ上がるけど。,距離があると盛り上がるけど。,14,12,14
580,demosatsugaisonomonohahiteishitemasu。,でも殺害そのものは否定してます。,でも殺害そのものは否定してます。,でも殺害そのものはひていしてます。,16,16,13
581,urareterunogawakarimashita。,売られてるのが分かりました。,裏られてるのがわかりました。,売られてるのがわかりました。,14,12,13
582,watashimomotteruyokore。,わたしも持ってるよこれ。,私も持ってるよれこれ。,私も持ってるよこれ。,12,8,9
583,shoukoinmetsuwohakaroutosuruhan'ninha。,証拠隠滅を図ろうとする犯人は。,正コインツジは河とする犯人は。,証拠隠滅をはかろうとするはんいんは。,15,7,9
584,monowokangaerukotogadekiru。,ものを考えることができる。,物を考えることができる。,物を考えることができる。,13,11,11
585,soredeharawotatetattewakeka。,それで腹を立てたってわけか。,それで腹を立てたってわけか。,それで腹を立てたってわけか。,14,14,14
586,yattemoraenaikanatoomotte。,やってもらえないかなと思って。,やってもらえないかなと思って。,やってもらえないかなと思って。,15,15,15
587,kinchoujoutaiwomiyoutoshita。,緊張状態を見ようとした。,緊張状態を見ようとした。,緊張状態を見ようとした。,12,12,12
588,anatatachinoneraihasaishokara。,あなたたちの狙いは最初から。,あなたたちの狙いは最初から。,あなたたちの狙いは最初から。,14,14,14
