NUM	ROMAJI	EXPECTED	GOT (M)	SwiftKey 6.4.8.57 (S)	FULL SCORE	M
400	koppunitsuitadaekikara。	コップに付いた唾液から。	コップについただ駅から。	コップについただ液化ら。	12	9
401	hen'nakotoshabettendattara。	変なことしゃべってんだったら。	へんなことしゃべ点だったら。	変なこと喋ってんだったら。	15	10
402	han'nintomitemachigainaina。	犯人とみて間違いないな。	犯人と見て間違いないな。	犯人と見て間違いないな。	12	11
403	purinta-deshutsuryokushitamojidesu。	プリンターで出力した文字です。	プリンターで出力したモジです。	プリンターで出力したもじです。	15	13
404	purinta-nome-ka-gaonajidato。	プリンターのメーカーが同じだと。	プリンターのメーカーが同じだと。	プリンターのメーカーが同じだと。	16	16
405	jitaidehakubetsugatsukanai。	字体では区別がつかない。	時代では別がつかない。	自体では区別がつかない。	12	9
406	tsukatteitapurinta-kara。	使っていたプリンターから。	使っていたプリンターから。	会いたしだってひがいしゃなんですよ。	13	13
407	kanedamokounyuushiteimashita。	金田も購入していました。	カネダも購入していました。	兼田も購入していまあいきんちょうしてる。	12	9
408	yukarisan'nokazokukouseikarashusshinchi。	ゆかりさんの家族構成から出身地。	ゆかりさんの学校高家から出身。	ゆかりさんの家族構成から出身ち。	16	11
409	byouindekaiwashitakotozenbukaitearunda。	病院で会話したこと全部書いてあるんだ。	病院で回話したこと全部開けているだ。	病院で会話したこと全部書いてあるんだ。	19	14
410	onajiginkounikouzatsukucchaou。	同じ銀行に口座作っちゃおう。	同じ銀行に交座つくっちゃおう。	同じ銀行に交雑くっちゃおう。	14	11
411	han'nin'nokoetonioiwokakuninshitemorau。	犯人の声とにおいを確認してもらう。	犯人の声とに追加を確認してもらう。	犯人の声と匂いをかくにんしてもらう。	17	15
412	osowaretaradonaisurutsumorija。	襲われたらどないするつもりじゃ。	襲われたらどないするつもりじゃ。	襲われたらどナイスるつもりじゃ。	16	16
413	dattarahiguchisan'nitanomuwa。	だったら樋口さんに頼むわ。	だったらひ一さんに頼むのわ。	だったら樋口さんに頼むわ。	13	10
414	on'nanotekihayurushitakunaindesu。	女の敵は許したくないんです。	女の敵は許したくないんです。	女の敵は許したくないんです。	14	14
415	kanedahamainichikimattajikan'ni。	金田は毎日決まった時間に。	カネダは毎日決まった時間に。	兼田は毎日決まったじかんい。	13	10
416	keishichounokatagiritomoushimasuga。	警視庁の片桐と申しますが。	警視庁の片桐りと申しますが。	警視庁の片桐ともうしますが。	13	12
417	dakarazen'in'yatteyaroutoomotte。	だから全員やってやろうと思って。	だから全員やってやろうと思って。	だから全員やってやろうとおもって。	16	16
418	katakusousakunoreijoumotorimashita。	家宅捜索の令状も取りました。	かたく早作の異常も取りました。	家宅捜索の礼状もとりました。	14	7
419	konsousaingaokonatteimasu。	今捜査員が行っています。	今創サインが行っています。	こんそうサインが行っています。	12	8
420	kanarazushoukohadetekuruhazudesu。	必ず証拠は出てくるはずです。	必ず賞子は出てくるはずです。	必ず証拠はでてくるはずです。	14	12
421	anatahamoderunakamanosatousan。	あなたはモデル仲間の佐藤さん。	あなたはモデル仲間の佐藤さん。	貴方はモデル中真野さとうさん。	15	15
422	sokodeba-deshiriattasanjouni。	そこでバーで知り合った三上に。	そこでバーで知り合った参浄に。	そこでバーで知り合ったさんじょうに。	15	13
423	ippoutekinianataniaijouwomuketeita。	一方的にあなたに愛情を向けていた。	一方的にあなたに愛情を向けていた。	一方的にあなたに愛情をむけていた。	17	17
424	ushirokarakikengaotozurerutoha。	後ろから危険が訪れるとは。	後ろから危険が訪れるとは。	後ろから危険が訪れるとは。	13	13
425	anatahatameikiwotsuita。	あなたはため息をついた。	あなたはため息をついた。	あなたはため息をついた。	12	12
426	aitegamenomaeniiruuchiha。	相手が目の前にいるうちは。	相手が目の前にいるうちは。	相手が目の前にいるうちは。	13	13
427	nakanakashoukogaagaranakatta。	なかなか証拠が挙がらなかった。	なかなか少こうが現がなかった。	なかなか証拠が上がらなかった。	15	10
428	sanjougashindahaikoujounimo。	三上が死んだ廃工場にも。	参浄が震田は移常にも。	参上がしんだはいこうじょうにも。	12	4
429	kanedawokanshisurutamenine。	金田を監視するためにね。	カネダを感しするためにね。	兼田を監視するためにね。	12	7
430	naninimomitsukaranakatta。	何にも見つからなかった。	何にも見つからなかった。	何にも見つからなかった。	12	12
431	ikuradaijinashigotonotametohaie。	いくら大事な仕事のためとはいえ。	いくら大事な仕事のためとはいえ。	いくら大事な仕事のためとはいえ。	16	16
432	izureniseyokatakusousakusureba。	いずれにせよ家宅捜索すれば。	いずれにせよかく捜索すれば。	いずれにせよ家宅捜索すれば。	14	12
433	hokanimoshoukohadetekuruhazu。	ほかにも証拠は出てくるはず。	ほかにも少こは出てくるはず。	他にも証拠は出てくるはず。	14	12
434	zenbuzaikabuttekuretanoni。	全部罪かぶってくれたのに。	全部在かぶってくれたのに。	全部剤かぶってくれたのに。	13	12
435	fukkatsudekirutokodattanonina。	復活できるとこだったのにな。	復活できるとこだったのにな。	復活できるとこだったのにな。	14	14
436	yapparichokkanhatadashikattawa。	やっぱり直感は正しかったわ。	やっぱり直感はただしかったわ。	やっぱり直感は正しかったわ。	14	12
437	an'nanomotanaidesho。	あんなの持たないでしょ。	あんなのも他ないでしょ。	あんなの持たないでしょ。	12	10
438	hiretsunahanzaishanotekigawatashinano。	卑劣な犯罪者の敵がわたしなの。	比立つな犯罪者の手型私なの。	卑劣な犯罪者のてきがわたしなの。	15	7
439	keishichounikitemoraukara。	警視庁に来てもらうから。	警視庁に来てもらうから。	警視庁に来てもらうから。	12	12
440	masukomiippaikurundesho。	マスコミいっぱい来るんでしょ。	マスコミイっぱいくるんでしょ。	マスコミいっぱい来るんでしょ。	15	13
441	kiminiarehanekonchuuwomirumedayo。	君にあれはね昆虫を見る目だよ。	君にあれは根口中を見るだめよ。	君にあれはね昆虫をみるめだよ。	15	10
442	aruimikakkoyokattadesuyo。	ある意味カッコ良かったですよ。	ある意味カッコ良かったですよ。	ある意味かっこよかったですよ。	15	15
443	doujousurunaramoukonwokure。	同情するなら毛根をくれ。	同情するならも運句をくれ。	同情するならもうこんをくれ。	12	9
444	nanikakandukarerunjanaikatte。	何か感づかれるんじゃないかって。	何かかんづかれるんじゃないかって。	何か感づかれるんじゃないかって。	16	14
445	higuchiyukariwoneratterukoto。	樋口ゆかりを狙ってること。	日口ゆをりを狙ってること。	樋口ゆかりを狙ってること。	13	11
446	jibun'nokangaewozenbuhaiwanai。	自分の考えを全部は言わない。	自分の考えを全部はいわない。	自分の考えを全部は言わない。	14	13
447	hontouhashinjitsuniagetakattandayo。	本当は真実にあげたかったんだよ。	本当は信日に挙げたかったんだよ。	本当は真実にあげたかったんだよ。	16	13
448	yapparichantokangaeterundaanatamo。	やっぱりちゃんと考えてるんだあなたも。	やっぱりちゃんと考えてるんだあなたも。	やっぱりちゃんと考えてるんだあなたも。	19	19
449	api-rusuruneraimoaru。	アピールする狙いもある。	アピールする狙いもある。	アピールする狙いもある。	12	12
450	anatanoushironihawatashitachigairu。	あなたの後ろには私達がいる。	あなたのうシロには私たちがいる。	あなたの後ろには私たちがいる。	14	9
451	zen'indeforo-surukara。	全員でフォローするから。	全員でフォローするから。	全員でフ受け。	12	12
452	min'nanibouhantoiumonowo。	みんなに防犯というものを。	みんなに暴犯というものを。	みんなに防犯と言うものを。	13	12
453	shittemorautameniyattekimashita。	知ってもらうためにやって来ました。	知ってもらうためにやってきました。	知ってもらう為にやってきました。	17	16
454	zettainidoawoaketehaikemasen。	絶対にドアを開けてはいけません。	絶対に度あを開けてはいけません。	絶対にドアを開けてはいけません。	16	14
455	fusokunojitainotaishohoudesu。	不測の事態の対処法です。	不測の事態の他書歩です。	不足の事態の対処ほうです。	12	9
456	yappariatashimuridesu。	やっぱりあたし無理です。	やっぱりあたし無理です。	やっぱりあたし無理です。	12	12
457	shigotonitaisurushiseinomondai。	仕事に対する姿勢の問題。	仕事に対する姿勢の問題。	仕事に対する姿勢の問題。	12	12
458	iedesukinadakeneteinasai。	家で好きなだけ寝ていなさい。	家で好きなだけ寝てないさい。	家で好きなだけ寝ていなさい。	14	12
459	kimotosangataihen'nandesuyo。	木元さんが大変なんですよ。	基本さんが大変なんですよ。	木本さんが大変なんですよ。	13	11
460	kochirakararenrakusurumade。	こちらから連絡するまで。	こちらから連絡するまで。	こちらから連絡するまで。	12	12
461	makotonimoushiwakearimasenga。	誠に申し訳ありませんが。	誠に申し訳ありませんが。	誠に申し訳ありませんが。	12	12
462	denwawooukesurukotogadekimasen。	電話をお受けすることができません。	電話を押けすることができません。	電話をお受けすることができません。	17	15
463	iyaninattandeshou。	いやになったんでしょう。	嫌になったんでしょう。	嫌になったんでしょう。	12	10
464	shakaijintoshitearumajikikoui。	社会人としてあるまじき行為。	社会人としてあるマジコ機構。	社会人としてあるまじき行為。	14	9
465	puronojikakuganainingenha。	プロの自覚がない人間は。	プロの自覚がない人間は。	プロの自覚がない人間は。	12	12
466	tonikakumamirindakehazettaidame。	とにかく真美りんだけは絶対ダメ。	とにかくマミリンだけは絶対ダメ。	とにかくまみりんだけは絶対ダメ。	16	12
467	bukanojinseiwomoteasobu。	部下の人生をもてあそぶ。	部下の人生をもて遊ぶ。	部下の人生を弄ぶ。	12	10
468	arekittojinjibudesuyo。	あれきっと人事部ですよ。	アレキットトジビブですよ。	あれきっと人事部ですよ。	12	3
469	genzaigaishanomimotonowaridashichuudesu。	現在ガイシャの身元の割り出し中です。	現在害者の身元の割出中です。	現在が医者の身元のわりだしちゅうです。	18	12
470	tadanochinpiradoushinokenkada。	ただのチンピラ同士の喧嘩だ。	ただの珍地ラ同士のケンカだ。	ただのチンピラ童心けんかだ。	14	8
471	tsukawaretakenjuuhafiripinru-tode。	使われた拳銃はフィリピンルートで。	使われた研準はフィリニンプルートで。	使われた拳銃はフィリピンるーとで。	17	13
472	jikendehanaitoomoimasuga。	事件ではないと思いますが。	事件ではないと思いますが。	事件ではないと思いますが。	13	13
473	sorehakochiragakimemasunode。	それはこちらが決めますので。	それはこちらが決めてますので。	それはこちらが決めますので。	14	13
474	koreshu-kuri-mumottekimashita。	これシュークリーム持ってきました。	これシュークリーム持ってきました。	これシュークリーム持ってきました。	17	17
475	son'nanijikanhakakaranaitoomouwa。	そんなに時間はかからないと思うわ。	そんなに時間はかからないと思う。	そんなに時間はかからないと思うわ。	17	16
476	souiebakimotonoyatsutte。	そういえば木元のやつって。	そういえばきもとのやって。	そういえば木本のやつって。	13	9
477	tosainuyorikigatsuyoidesu。	土佐犬より気が強いです。	とサイヌよりキツが強いです。	土佐犬より気が強いです。	12	6
478	anokomoaikawarazudana。	あの子も相変わらずだな。	あのコモアイかわらずだな。	あの子も相変わらずだな。	12	7
479	shouryounoensosan'iongafukumareteita。	少量の塩素酸イオンが含まれていた。	少量のエンソサイオンが含まれていた。	少量の塩素さんイオンがふくまれていた。	17	13
480	sukuro-sutan'ningakenshutsusareta。	スクロースタンニンが検出された。	スクロースタン人が見出出された。	すくろーす担任がけんしゅつされた。	16	12
481	keikoujushigafuchakushitetakara。	蛍光樹脂が付着してたから。	蛍工受子が復着してから。	傾向じゅ滋賀ふちゃくしてたから。	13	8
482	kinoukararenrakutsukanakuttesa。	昨日から連絡つかなくってさ。	機能から連絡かったくなってさ。	昨日から連絡つかなくってさ。	14	8
483	jitakunidenwasasetemoraimashita。	自宅に電話させてもらいました。	自宅に電話させてもらいました。	自宅に電話させてもらいました。	15	15
484	kinshimachinopabudehataraiterundakedo。	錦糸町のパブで働いてるんだけど。	錦糸町のパブで働いてるんだけど。	禁止街のパブで働いてるんだけど。	16	16
485	konomamadatodenkimotomerareru。	このままだと電気も止められる。	このままだと電気も止められる。	このままだと電気求められる。	15	15
486	shushikawattoruyanaika。	趣旨変わっとるやないか。	主始カワットルやないか。	趣旨かわっとるやないか。	12	5
487	tadaimarusunishiteorimasu。	ただいま留守にしております。	ただいまルスにしております。	ただいま留守にしております。	14	12
488	konkaimomimotonowakarumonoha。	今回も身元の分かる物は。	今回も身元の分かる者は。	今回も身元のわかるものは。	12	11
489	higaishanojitenshanibutsukatta。	被害者の自転車にぶつかった。	被害者の事点車にぶった。	被害者の自転車にぶつかった。	14	10
490	onajimesse-jiwonokoshiteru。	同じメッセージを残してる。	同じメッセージを残してる。	同じメッセージを残してる。	13	13
491	kouiumesse-jiwonokoshitarihashinai。	こういうメッセージを残したりはしない。	こういうメッセージを残したりはしない。	こういうメッセージを残したりはしない。	19	19
492	kinitsurushiagetatokangaerareru。	木につるし上げたと考えられる。	気につく仕上げたと考えられる。	気に吊るし上げたと考えられる。	15	12
493	koreranokotokarahan'ninha。	これらのことから犯人は。	これらのことから半人は。	これらのことから犯人は。	12	11
494	hageshiisupo-tsuwoyatteite。	激しいスポーツをやっていて。	激しいスポーツをやっていて。	激しいスポーツをやっていて。	14	14
495	shakaiseikatsuhakichintokonashiteite。	社会生活はきちんとこなしていて。	社会生活はきちんとこなしていて。	社会生活はきちんとこなしていて。	16	16
496	madahankouhatsudukukanouseigatakai。	まだ犯行は続く可能性が高い。	まだ犯行は続く可能性が高い。	まだ反抗は続く可能性がたかい。	14	14
497	modotterunjanaikatoomotte。	戻ってるんじゃないかと思って。	戻ってるんじゃないかと思って。	戻ってるんじゃないかと思って。	15	15
498	aaiunonihaittarishite。	ああいうのに入ったりして。	ああいうのに入ったりして。	ああいうのに入ったりして。	13	13
499	hadenihashaideimashita。	派手にはしゃいでいました。	派でにはシャイでいました。	派手にはしゃいでいました。	13	9
500	hatteittamonogaarimasukedo。	貼っていったものがありますけど。	張っていったものがありますけど。	はって言ったものがありますけど。	16	15
501	menkyoshouhaho-muresukarameigiwokatta。	免許証はホームレスから名義を買った。	免許省はホームレスから目義をかった。	免許小破ホームレスから名義をかった。	18	15
502	nagurukerudekoroshitachixyuujiken'ya。	殴る蹴るで殺したちゅう事件や。	長くるけるで殺したチュージ件兼。	殴るけるで殺したちゅうじけにゃ。	15	7
503	toujiwadaininattajikendesu。	当時話題になった事件です。	当時話題になった事件です。	当時話題になった事件です。	13	13
504	nan'ninkadeyattandayona。	何人かでやったんだよな。	何人かでやったんだよな。	何人かでやったんだよな。	12	12
505	sorekararinchisatsujindekorosareta。	それからリンチ殺人で殺された。	それからリンチ殺人でこされた。	それからリンチ殺人でころされた。	15	14
506	mihariyakudattaotokogairundesu。	見張り役だった男がいるんです。	見張り役だった音がいるんです。	みは利益だった男がいるんです。	15	14
507	ge-musenta-deasondeita。	ゲームセンターで遊んでいた。	ゲームセンターで遊んでいた。	ゲームセンターで遊んでいた。	14	14
508	senta-uranitsuredashisuuhatsunagutta。	センター裏に連れ出し数発殴った。	センター裏に連れ出数は痛なぐった。	センター裏に連れ出し数はつなぐった。	16	11
509	haikyoderyouteashiwoshibattauedekankin。	廃墟で両手足を縛ったうえで監禁。	排居で両湯手を絞った上で宴勤勤。	廃墟で両手足をしばったうえでかんきん。	16	6
510	ichibuwointa-nettodenagashita。	一部をインターネットで流した。	一部をインターネットで流した。	一部をインターネットで流した。	15	15
511	sonogoegawasanhazenshindabokuniyoru。	その後江川さんは全身打撲による。	その声川さんは全身だよくによる。	その後江川さんは全身だぼくによる。	16	11
512	jisatsunimisekakeyoutoshitaga。	自殺に見せかけようとしたが。	自殺に見せかけようとしたが。	自殺に見せかけ用途したが。	14	14
513	konotokinokeisatsunotaiouni。	このときの警察の対応に。	このときの警察の対応に。	この時の警察の対応に。	12	12
514	fushizen'nataiyakonwomitsuketa。	不自然なタイヤ痕を見つけた。	不思全な他やコンを見つけた。	不自然なタイヤこんをみつけた。	14	8
515	nanimosezunimigoroshinishita。	何もせずに見殺しにした。	何もせずに見ごろしにした。	何もせずに見殺しにした。	12	10
516	atarashiime-rugakitemasu。	新しいメールが来てます。	新しいメールが来てます。	新しいメールが来てます。	12	12
517	kaigainosa-ba-karakeiyushiteimasu。	海外のサーバーから経由しています。	海外のサーバーから契由しています。	海外のサーバーから系油脂ています。	17	16
518	kimotonokeitainobichakudenhakarite。	木元の携帯の微着電波借りて。	基元の携帯の美近ではかりて。	木本の携帯伸びちゃくでんはかりて。	14	8
519	konkasoukengashirabeterudakedo。	今科捜研がしらべてるだけど。	今夏総権が調べてるだけど。	こんかそうけん頭べてるだけど。	14	9
520	rachisareteirunohakeishichounokeijidesu。	拉致されているのは警視庁の刑事です。	拉致されているのは警視庁の軽事です。	拉致されているのは警視庁のけいじです。	18	17
521	kocchinimawasuyounishita。	こっちに回すようにした。	こっちにまわすようにした。	こっちに回すようにした。	12	10
522	anobouhankyanpe-n'noyatsu。	あの防犯キャンペーンのやつ。	あの防犯キャンペーンのヤツ。	あの防犯キャンペーンおやつ。	14	12
523	kokumin'nozeikintsukattean'naasobishite。	国民の税金使ってあんな遊びして。	国民の税金使って案内すぼして。	国民の税金使ってあんああそびして。	16	11
524	omaeragayurusenaindayone。	お前らが許せないんだよね。	おまえらが許せないんだよね。	お前らが許せないんだよね。	13	11
525	eizoumirebawakarudesho。	映像見ればわかるでしょ。	映像見ればわかるでしょ。	映像見ればわかるでしょ。	12	12
526	shikikenhaoosawanishimashou。	指揮権は大沢にしましょう。	試験は大阪にしましょう。	指揮権は多さわにしましょう。	13	9
527	kiwametekiken'namaruhidesu。	きわめて危険なマル被です。	極めて危険な丸気です。	極めて危険あまるひです。	13	8
528	byouin'atokaratsuredasarete。	病院跡から連れ出されて。	病院跡から連れ出されて。	病院後から連れ出されて。	12	12
529	inta-nettonokakikomichekkuto。	インターネットの書き込みチェックと。	インターネットの書き込みチェックと。	インターネットの書き込みチェックと。	18	18
530	tokubetsuhanzaitaisakunoiwaidakedo。	特別犯罪対策の岩井だけど。	特別販売対策の岩ワイだけど。	特別犯罪たい桜乃いわいだけど。	13	9
531	shirabetehoshiikotogaarun'ya。	調べてほしいことがあるんや。	調べて欲しいことがあるんや。	調べてほしいことがあるんや。	14	13
532	nigeraresoudenigerarenai。	逃げられそうで逃げられない。	逃げられそうで逃げられない。	逃げられそうで逃げられない。	14	14
533	zetsuboudekimotonokiryokuganaerukoto。	絶望で木元の気力が萎える事。	絶望できもとの力が鳴えること。	絶望出来元の気力がなえること。	14	7
534	han'ninmosorewoneratteiru。	犯人もそれを狙っている。	犯人もそれを狙っている。	犯人もそれを狙っている。	12	12
535	tsuketetteittandakarahayakutsuketeyo。	付けてって言ったんだから早く付けてよ。	つけて言ってんだから速くてきてよ。	つけてって言ったんだから早くつけてよ。	19	12
536	koukanjoukenwomochidashizemenitenjiru。	交換条件を持ち出し攻めに転じる。	交換条件を持ち出し目に点じる。	交換条件を持ち出しぜ面てんじる。	16	13
537	dattaraikuranarayouidekiru。	だったらいくらなら用意出来る。	だったらいくらならようできる。	だったらいくらなら用意できる。	15	11
538	sutoresureberumosoutoutakai。	ストレスレベルも相当高い。	ストレスレベルも相当たいか。	ストレスレベルも相当高い。	13	11
539	fushizen'nanoizugazu-ttohaitteru。	不自然なノイズがずーっと入ってる。	不思然なのイズがズッッと入ってる。	不自然なノイズがずーっとはいってる。	17	12
540	kyouryokunadenjihaniyorueizounomidarene。	強力な電磁波による映像の乱れね。	協力な電池にはよる映像のみでね。	強力なでんじ範囲よるえいぞうのみだれね。	16	10
541	gakkoudemomondaijidattayoudesu。	学校でも問題児だったようです。	学校でも問題事だったようです。	学校でも問題児だったようです。	15	14
542	shougenwonan'ninmoshiteimasu。	証言を何人もしています。	正限を何人もしています。	証言を何人もしています。	12	10
543	tsuuwanokirokugurainokottoruyaro。	通話の記録ぐらい残っとるやろ。	通話の記録ぐらいのコットやロ。	通話の記録ぐらいのこっとるやろ。	15	10
544	keishichounonodachigatanonderutte。	警視庁の野立が頼んでるって。	警視庁ののだちが頼んでるって。	警視庁ののだちがたのんでるって。	14	11
545	minasandewaketekudasai。	みなさんで分けてください。	皆さんで分けてください。	皆さんで分けてください。	13	11
546	jikoshikinmofundan'nitsukatteru。	自己資金もふんだんに使ってる。	自己式金も弾んに使ってる。	自己資金もふんだんにつかってる。	15	11
547	kimotowosuisouniiretanomo。	木元を水槽に入れたのも。	気元を水装に入れたのも。	木本を水槽にいれたのも。	12	10
548	keisatsuwokarakattetanoshinderu。	警察をからかって楽しんでる。	警察をからかって楽しんでる。	警察をから買ってたの死んでる。	14	14
549	takakurayamajanaikatoiu。	高倉山じゃないかという。	高倉やじゃないかという。	たか倉山じゃないかという。	12	11
550	ichidohadekishimadesaserarekaketeru。	一度は溺死までさせられかけてる。	一度はできしまで刺せられかけてる。	一度は出来島でさせられかけてる。	16	12
551	bosugakonaitoomoshirokunaijan。	ボスが来ないと面白くないじゃん。	ボスが来ないと面白くないじゃん。	ボスが来ないと面白くないじゃん。	16	16
552	maatashikanison'nakanjidana。	まあ確かにそんな感じだな。	まあ確かにそんな感じだな。	まあ確かにそんな感じだな。	13	13
553	dokonidemomarugoshideikuwa。	どこにでも丸腰で行くわ。	どこにでも丸ごしでいくわ。	どこにでも丸腰でいくわ。	12	9
554	min'natsuiterusorewasurenaide。	みんな付いてるそれ忘れないで。	みんな付いてるそれわすれないで。	みんなついてるそれ忘れないで。	15	13
555	sutoresureberugaagatta。	ストレスレベルが上がった。	ストレスレベルが上がった。	ストレスレベルが上がった。	13	13
556	koregatoujinotsuuhounorokuonte-puya。	これが当時の通報の録音テープや。	これが当時の通報の黒音テープ。	これが当時の通報の録音てーぷや。	16	14
557	futsuunokotonikyoumiganakute。	普通のことに興味がなくて。	普通のことに興味がなくて。	普通のことに興味がなくて。	13	13
558	demootonaninattarakoseidesuyo。	でも大人になったら個性ですよ。	でも大人になったら個性ですよ。	でも大人になったら個性ですよ。	15	15
559	kasoukensoudouindekaisekishitemoratte。	科捜研総動員で解析してもらって。	仮想検想道人で回析してもらって。	科捜研総動員でかいせきしてもらって。	16	9
560	nakamanantezenzen'ateninaranaidarou。	仲間なんて全然当てにならないだろう。	仲間なんて全然当てにならないだろう。	仲間なんて全然当てにならないだろう。	18	18
561	son'nakotoyatteomoshiroinokayo。	そんなことやっておもしろいのかよ。	そんなことやって面白いのかよ。	そんなことやって面白いのかよ。	17	13
562	tomodachigarinchisareteirundesu。	友達がリンチされているんです。	友達が進ん指されているんです。	友達がリンチされているんです。	15	12
563	orehairoiroshirabetebenkyoushite。	俺は色々調べて勉強して。	オレはいろいろ調べて勉強して。	俺は色々調べて勉強して。	12	6
564	shounen'inkaradetekiyagatta。	少年院から出てきやがった。	少年インからできや曲がった。	少年院から出てきやがった。	13	8
565	maitoshiiwatteyagattanda。	毎年祝ってやがったんだ。	毎年祝いってやがったんだ。	毎年祝ってやがったんだ。	12	11
566	shougakkounodoukyuuseitajimashingodesu。	小学校の同級生田島しんごです。	小学校の同級生手町新吾です。	小学校の同級生田島しんごです。	15	10
567	karemokubokaraijimewouketeimasu。	彼も久保からいじめを受けています。	彼も僕からイメを受けています。	彼もくぼからいじめをうけています。	17	12
568	kimotosanga-rusukautoniitakara。	木元さんガールスカウトにいたから。	基本さんがールスカウトにいたから。	木本さんがーるスカウトにいたから。	17	14
569	aitsuakirametenakattan'ya。	あいつ諦めてなかったんや。	あいつき極めてなかったんや。	あいつ諦めてなかったんや。	13	11
570	nanimodekinaimamamenomaede。	何も出来ないまま目の前で。	何もできないままの前前で。	何もできないまま目の前で。	13	9
571	nakamagashindeikutsurasawoajiwattekure。	仲間が死んでいく辛さを味わってくれ。	仲間が死んでいくさらを味わってくれ。	仲間が死んでいくつらさをあじわってくれ。	18	16
572	hikyounanohaanatajanai。	卑怯なのはあなたじゃない。	非教なのはあなたじゃない。	卑怯なのはあなたじゃない。	13	11
573	sorehaimademokawaranai。	それは今でも変わらない。	それは今でも変わらない。	それは今でも変わらない。	12	12
574	orehanatsuyokunattandayo。	俺はな強くなったんだよ。	オレは夏よくなったんだよ。	俺はな強くなったんだよ。	12	8
575	korehafuroitonoiuhanpukukyouhaku。	これはフロイトの言う反復脅迫。	これはフロイトの言う繁興行は。	これはフロイトの言う反復きょうはく。	15	11
576	koukaisaretauedekorosareteiru。	公開された上で殺されている。	公開された上で殺されている。	公開された上で殺されている。	14	14
577	egawakuntoonajisetsujokuwoajiwattekure。	江川君と同じ雪辱を味わってくれ。	笑わくんと同じ接筋を味わってくれ。	江川くんと同じ雪辱をあじわってくれ。	16	10
578	jigensouchiwoosutokitamerattajan。	時限装置を押す時ためらったじゃん。	事現装地を襲すときためらったジャン。	次元装置をおすときためらったじゃん。	17	8
579	imanowatashihaanatatohachigau。	今の私はあなたとは違う。	今の私はあなたとは違う。	今の私はあなたとは違う。	12	12
580	aitsuratoonajikotoshitedousuru。	あいつらと同じことしてどうする。	あいつらと同じことしてどうする。	あいつらと同じことしてどうする。	16	16
581	antamobyouin'niikanakya。	あんたも病院に行かなきゃ。	あんたも病院にいかなきゃ。	あんたも病院に行かなきゃ。	13	12
582	anogekinokaerimichiikinari。	あの劇の帰り道いきなり。	あの劇の帰りみちいきなり。	あの劇の帰り道いきなり。	12	10
583	bukagahanzainimakikomaretemo。	部下が犯罪に巻き込まれても。	部価が犯罪に巻き込まれても。	部下が犯罪に巻き込まれても。	14	13
584	keisatsukan'norachikankin'noyougide。	警察官の拉致監禁の容疑で。	警察官のラチ近金の容疑で。	警察官の拉致監禁おようぎで。	13	9
585	sekkakubokunokubimomanukaretandashi。	せっかく僕のクビも免れたんだし。	せっかくぼく首にも向かれたんだし。	せっかく僕の首も免れたんだし。	16	10
586	kesahaasamadeitanonine-。	今朝は朝までいたのにねー。	毛さは朝までいたのにネー。	今朝は朝までいたのにねー。	13	10
587	sakkiseirishitaradetekita。	さっき整理したら出てきた。	さっきせいりしたら出てきた。	さっき整理したら出てきた。	13	10
588	owariinihaaitsugaheisukesanga。	終いにはあいつが平助さんが。	おわりには相手が閉須さんが。	終わりいには会い番いすけさんが。	14	6
589	soretomoheisukesangaaitsunanoka。	それとも平助さんがあいつなのか。	それともヘイスケさんがいつなのか。	それとも平助さんがあいつなのか。	16	11
590	nodachisanjikanhosanojogendene。	野立参事官補佐の助言でね。	の田達事事官母の助助でね。	のだちさん時間干さのじょげんでね。	13	6
591	nanitozoonbin'nitoittekiteru。	何とぞ穏便にと言ってきてる。	何とご存人にといってきてる。	何卒音便いといってきてる。	14	10
592	todomenoichigekiwoukerumade。	とどめの一撃を受けるまで。	届めの一撃激を受けるまで。	とどめの一撃をうけるまで。	13	10
593	tetsuaruihasuchiruseinomonodatoshika。	鉄あるいはスチル製のものだとしか。	手あるいはシチル製のものだとしか。	鉄歩いはスチルせいのものだとしか。	17	15
594	shimonhasubetefukitorareteita。	指紋は全てふき取られていた。	市門はすべて吹き取られていた。	しもんは全て吹きとられていた。	14	9
595	tewotsukeraretakeisekiganaitame。	手を付けられた形跡がないため。	手をつけられた形跡がないため。	手をつけられた形跡がないため。	15	14
596	purasusoutouatamanokirerujinbutsu。	プラス相当頭の切れる人物。	プラス総統歌の巻れる人物。	プラス相当頭のきれるじんぶつ。	13	9
597	kimototowatashihamazugenbani。	木元とわたしはまず現場に。	基本と私はます現場に。	木本と私はまずげんばに。	13	7
598	hankougaattatoomowareru。	犯行があったと思われる。	犯行があったと思われる。	反抗があったと思われる。	12	12
599	masukominihamienaikarakeisatsu。	マスコミには見えないから警察。	マスコミには見えないから警察。	マスコミには見えないから警察。	15	15
600	teiukakimitachinohanashikikasetekureyo。	ていうか君たちの話聞かせてくれよ。	ていうかキミ立ちの花慣しかせてくれよ。	ていうか君たちの話聞かせてくれよ。	17	11
601	min'nataimenbakkakinishiterukanjidesune。	みんな体面ばっか気にしてる感じですね。	みんな大弁かっかりにしてる感じですね。	みんな対面ばっかきにしてるかんじですね。	19	15
602	anokotachichantohanasanaidesho。	あの子たちちゃんと話さないでしょ。	あの子たちゃんと話さないでしょ。	あの子たちちゃんと話さないでしょ。	17	16
