NUM,ROMAJI,EXPECTED
791,nagurukerudekoroshitachixyuujiken'ya。,殴る蹴るで殺したちゅう事件や。
792,toujiwadaininattajikendesu。,当時話題になった事件です。
793,nan'ninkadeyattandayona。,何人かでやったんだよな。
794,sorekararinchisatsujindekorosareta。,それからリンチ殺人で殺された。
795,tadaotoutowokoroshitahan'nintachiga。,ただ弟を殺した犯人達が。
796,joushigajoushinarabukamobukada。,上司が上司なら部下も部下だ。
797,mihariyakudattaotokogairundesu。,見張り役だった男がいるんです。
798,ge-musenta-deasondeita。,ゲームセンターで遊んでいた。
799,megaattanadotoin'nenwotsuke。,目が合ったなどと因縁をつけ。
800,senta-uranitsuredashisuuhatsunagutta。,センター裏に連れ出し数発殴った。
801,egawasanwonakamanainokakuregadearu。,江川さんを仲間内の隠れ家である。
802,haikyoderyouteashiwoshibattauedekankin。,廃墟で両手足を縛ったうえで監禁。
803,ichibuwointa-nettodenagashita。,一部をインターネットで流した。
804,sonogoegawasanhazenshindabokuniyoru。,その後江川さんは全身打撲による。
805,jisatsunimisekakeyoutoshitaga。,自殺に見せかけようとしたが。
806,konotokinokeisatsunotaiouni。,このときの警察の対応に。
807,yamamurasangakimotonoienochikakude。,山村さんが木元の家の近くで。
808,fushizen'nataiyakonwomitsuketa。,不自然なタイヤ痕を見つけた。
809,nanimosezunimigoroshinishita。,何もせずに見殺しにした。
810,atarashiime-rugakitemasu。,新しいメールが来てます。
811,kaigainosa-ba-karakeiyushiteimasu。,海外のサーバーから経由しています。
812,kimotonokeitainobichakudenhakarite。,木元の携帯の微着電波借りて。
813,konkasoukengashirabeterudakedo。,今科捜研がしらべてるだけど。
814,rachisareteirunohakeishichounokeijidesu。,拉致されているのは警視庁の刑事です。
815,kocchinimawasuyounishita。,こっちに回すようにした。
816,anobouhankyanpe-n'noyatsu。,あの防犯キャンペーンのやつ。
817,kokumin'nozeikintsukattean'naasobishite。,国民の税金使ってあんな遊びして。
818,omaeragayurusenaindayone。,お前らが許せないんだよね。
819,eizoumirebawakarudesho。,映像見ればわかるでしょ。
820,shikikenhaoosawanishimashou。,指揮権は大沢にしましょう。
821,kiwametekiken'namaruhidesu。,きわめて危険なマル被です。
822,kimotonokotowokangaetarashikataarimasen。,木元のことを考えたら仕方ありません。
823,byouin'atokaratsuredasarete。,病院跡から連れ出されて。
824,kurumadesanjikan'inaideikeruhan'inaini。,車で三時間以内でいける範囲内に。
825,narahashisan、gazoukaisekionegai。,ならはしさん、画像解析お願い。
826,atashitonarahashisanha。,あたしとならはしさんは。
827,konogazoukaranantokategakariwosaguru。,この画像から何とか手係を探る。
828,inta-nettonokakikomichekkuto。,インターネットの書き込みチェックと。
829,tokubetsuhanzaitaisakunoiwaidakedo。,特別犯罪対策の岩井だけど。
830,shirabetehoshiikotogaarun'ya。,調べてほしいことがあるんや。
831,nigeraresoudenigerarenai。,逃げられそうで逃げられない。
832,osorakuyorizetsuboukanwoataerutame。,恐らくより絶望感を与えるため。
833,zetsuboudekimotonokiryokuganaerukoto。,絶望で木元の気力が萎える事。
834,han'ninmosorewoneratteiru。,犯人もそれを狙っている。
835,tsuketetteittandakarahayakutsuketeyo。,付けてって言ったんだから早く付けてよ。
836,kanojogabujikadoukakakunindekitara。,彼女が無事かどうか確認できたら。
837,kocchimoanshinshitekinwokumendekiru。,こっちも安心して金を工面出来る。
838,koukanjoukenwomochidashizemenitenjiru。,交換条件を持ち出し攻めに転じる。
839,dattaraikuranarayouidekiru。,だったらいくらなら用意出来る。
840,kanariseitaigakinchoushiteru。,かなり声帯が緊張してる。
841,sutoresureberumosoutoutakai。,ストレスレベルも相当高い。
842,fushizen'nanoizugazu-ttohaitteru。,不自然なノイズがずーっと入ってる。
843,kyouryokunadenjihaniyorueizounomidarene。,強力な電磁波による映像の乱れね。
844,iya、eizounomidaregakisokutadashii。,いや、映像の乱れが規則正しい。
845,rinchisatsujinwoshitasan'ninha。,リンチ殺人をした三人は。
846,gakkoudemomondaijidattayoudesu。,学校でも問題児だったようです。
847,shougenwonan'ninmoshiteimasu。,証言を何人もしています。
848,tsuuwanokirokugurainokottoruyaro。,通話の記録ぐらい残っとるやろ。
849,keishichounonodachigatanonderutte。,警視庁の野立が頼んでるって。
850,minasandewaketekudasai。,みなさんで分けてください。
851,jikoshikinmofundan'nitsukatteru。,自己資金もふんだんに使ってる。
852,keisatsuwowaraimononisurukousaku。,警察を笑いものにする工作。
853,kimotowosuisouniiretanomo。,木元を水槽に入れたのも。
854,keisatsuwokarakattetanoshinderu。,警察をからかって楽しんでる。
855,takakurayamajanaikatoiu。,高倉山じゃないかという。
856,ichidohadekishimadesaserarekaketeru。,一度は溺死までさせられかけてる。
857,bosugakonaitoomoshirokunaijan。,ボスが来ないと面白くないじゃん。
858,totemomadakeijitohaienaiyo。,とてもまだ刑事とは言えないよ。
859,maatashikanison'nakanjidana。,まあ確かにそんな感じだな。
860,dokonidemomarugoshideikuwa。,どこにでも丸腰で行くわ。
861,min'natsuiterusorewasurenaide。,みんな付いてるそれ忘れないで。
862,omaehatsukaimononinan'naikuzuttewakeka。,お前は使い物になんないクズってわけか。
863,sutoresureberugaagatta。,ストレスレベルが上がった。
864,koregatoujinotsuuhounorokuonte-puya。,これが当時の通報の録音テープや。
865,futsuunokotonikyoumiganakute。,普通のことに興味がなくて。
866,demootonaninattarakoseidesuyo。,でも大人になったら個性ですよ。
867,kasoukensoudouindekaisekishitemoratte。,科捜研総動員で解析してもらって。
868,nakamanantezenzen'ateninaranaidarou。,仲間なんて全然当てにならないだろう。
869,sonjinohanwarainoyouna。,そん時の半笑いのような。
870,son'nakotoyatteomoshiroinokayo。,そんなことやっておもしろいのかよ。
871,omexenomanukenasugatawototteyarukarayo。,おめぇのまぬけな姿を撮ってやるからよ。
872,sonoegawakunworinchishite。,その江川君をリンチして。
873,tomodachigarinchisareteirundesu。,友達がリンチされているんです。
874,orehairoiroshirabetebenkyoushite。,俺は色々調べて勉強して。
875,shounen'inkaradetekiyagatta。,少年院から出てきやがった。
876,maitoshiiwatteyagattanda。,毎年祝ってやがったんだ。
877,shougakkounodoukyuuseitajimashingodesu。,小学校の同級生田島しんごです。
878,karemokubokaraijimewouketeimasu。,彼も久保からいじめを受けています。
879,kimotosanga-rusukautoniitakara。,木元さんガールスカウトにいたから。
880,aitsuakirametenakattan'ya。,あいつ諦めてなかったんや。
881,osorakutaima-zeroninaruto。,恐らくタイマーゼロになると。
882,seisangasuwohitoikisuutoshinu。,青酸ガスを一息吸うと死ぬ。
883,nanimodekinaimamamenomaede。,何も出来ないまま目の前で。
884,nakamagashindeikutsurasawoajiwattekure。,仲間が死んでいく辛さを味わってくれ。
885,itsumoitsumonigetebakkarinanone。,いつもいつも逃げてばっかりなのね。
886,hikyounanohaanatajanai。,卑怯なのはあなたじゃない。
887,sorehaimademokawaranai。,それは今でも変わらない。
888,orehanatsuyokunattandayo。,俺はな強くなったんだよ。
889,korehafuroitonoiuhanpukukyouhaku。,これはフロイトの言う反復脅迫。
890,koukaisaretauedekorosareteiru。,公開された上で殺されている。
891,keisatsuhenofukushuuwohatasoutoshiteiru。,警察への復讐を果たそうとしている。
892,egawakuntoonajisetsujokuwoajiwattekure。,江川君と同じ雪辱を味わってくれ。
893,jigensouchiwoosutokitamerattajan。,時限装置を押す時ためらったじゃん。
894,imanowatashihaanatatohachigau。,今の私はあなたとは違う。
895,aitsuratoonajikotoshitedousuru。,あいつらと同じことしてどうする。
896,soreegawasankaramorattainochidayo。,それ江川さんから貰った命だよ。
897,antamobyouin'niikanakya。,あんたも病院に行かなきゃ。
898,anogekinokaerimichiikinari。,あの劇の帰り道いきなり。
899,bukagahanzainimakikomaretemo。,部下が犯罪に巻き込まれても。
900,keisatsukan'norachikankin'noyougide。,警察官の拉致監禁の容疑で。
901,sekkakubokunokubimomanukaretandashi。,せっかく僕のクビも免れたんだし。
902,kesahaasamadeitanonine-。,今朝は朝までいたのにねー。
903,watashihisashiburiniganbattana。,私久しぶりにがんばったな。
904,tonikakugamusharadattana。,とにかく我武者羅だったな。
905,sakkiseirishitaradetekita。,さっき整理したら出てきた。
906,acchikochikarahipparidakodatta。,あっちこちから引っ張りだこだった。
907,owariinihaaitsugaheisukesanga。,終いにはあいつが平助さんが。
908,soretomoheisukesangaaitsunanoka。,それとも平助さんがあいつなのか。
909,docchidemoiidesukedo。,どっちでもいいですけど。
910,kyounogenbadaiawatedattayo。,今日の現場大慌てだったよ。
911,nodachisanjikanhosanojogendene。,野立参事官補佐の助言でね。
912,nanitozoonbin'nitoittekiteru。,何とぞ穏便にと言ってきてる。
913,ienonakagachinoumidattarashiiyo。,家の中が血の海だったらしいよ。
914,senseitonokotohawatashiigaiha。,先生とのことはわたし以外は。
915,itaigahakkensaretanohayokushougosugi。,遺体が発見されたのは翌正午すぎ。
916,mudankekkinwofushin'niomotta。,無断欠勤を不審に思った。
917,todomenoichigekiwoukerumade。,とどめの一撃を受けるまで。
918,tetsuaruihasuchiruseinomonodatoshika。,鉄あるいはスチル製のものだとしか。
919,shimonhasubetefukitorareteita。,指紋は全てふき取られていた。
920,tewotsukeraretakeisekiganaitame。,手を付けられた形跡がないため。
921,osorakuhan'ninhahigaishanichikainingen。,おそらく犯人は被害者に近い人間。
922,purasusoutouatamanokirerujinbutsu。,プラス相当頭の切れる人物。
923,kimototowatashihamazugenbani。,木元とわたしはまず現場に。
924,dokomokashikomopikapika。,どこもかしこもぴかぴか。
925,monosugokuteineinifukitorareteru。,ものすごく丁寧にふき取られてる。
926,hankougaattatoomowareru。,犯行があったと思われる。
927,watashikoukouittekuruwa。,わたし高校行ってくるわ。
928,kokonuganakuteiindesuyo。,ここ脱がなくていいんですよ。
929,koutoubunoshokuinshitsunaraacchi。,高等部の職員室ならあっち。
930,masukominihamienaikarakeisatsu。,マスコミには見えないから警察。
931,denaitoochitsuitebenkyoumodekinaikara。,でないと落ち着いて勉強もできないから。
932,teiukakimitachinohanashikikasetekureyo。,ていうか君たちの話聞かせてくれよ。
933,shosen'okazarimitainamondesukara。,しょせんお飾りみたいなもんですから。
934,min'nataimenbakkakinishiterukanjidesune。,みんな体面ばっか気にしてる感じですね。
935,anokotachichantohanasanaidesho。,あの子たちちゃんと話さないでしょ。
936,aramitainakantankotobatsukauno。,あらみたいな感嘆詞使うの。
937,hantoshimaemadetenisubuniitandayone。,半年前までテニス部にいたんだよね。
938,jaakomon'nomasuokasenseinokotoha。,じゃあ顧問の増岡先生のことは。
939,watashinimuitekurenaitokomaruno。,わたしに向いてくれないと困るの。
940,kounainiarutoshokan'niitakotoga。,校内にある図書館にいたことが。
941,jukukankeishamomiteimasen。,塾関係者も見ていません。
942,deteittajinbutsumomadawakaran。,出ていった人物もまだ分からん。
943,demotabunkanojohanottekuru。,でもたぶん彼女は乗ってくる。
944,fuandattaragoryoushinkabengoshini。,不安だったらご両親か弁護士に。
945,nanikaattarameiwakukakaruzo。,何かあったら迷惑掛かるぞ。
946,aribainainohakimidakeyazo。,アリバイないのは君だけやぞ。
947,tokunitanin'nojimokunifurenaiyoushini。,特に他人の耳目に触れないようしに。
948,onjoutorikaiwomotteatari。,温情と理解をもって当たり。
949,sonoshinjouwokizutsukenaiyouni。,その心情を傷つけないように。
950,watashigakyarianinattara。,わたしがキャリアになったら。
951,jougitokonpasudeegakeru。,定規とコンパスで描ける。
952,nankasugokumoriagatteru。,なんかすごく盛り上がってる。
953,mouakitekitandakedo。,もう飽きてきたんだけど。
954,kyorigaarutomoriagarukedo。,距離があると盛り上がるけど。
955,nin'idejijouchoushushitatokoro。,任意で事情聴取したところ。
956,demosatsugaisonomonohahiteishitemasu。,でも殺害そのものは否定してます。
957,shitsukokusareterumasuokasenseini。,しつこくされてる増岡先生に。
958,shoukohinwosutetakotomohiteishitemasu。,証拠品を捨てたことも否定してます。
959,shikisonokouseiyakoutakuzainadokara。,色素の構成や光沢剤などから。
960,urareterunogawakarimashita。,売られてるのが分かりました。
961,zettaiwatashidatteomowarerudarouunatte。,絶対わたしだって思われるだろううなって。
962,watashimomotteruyokore。,わたしも持ってるよこれ。
963,hyouhakuzaiwomaitemadetetteitekini。,漂白剤をまいてまで徹底的に。
964,shoukoinmetsuwohakaroutosuruhan'ninha。,証拠隠滅を図ろうとする犯人は。
965,monowokangaerukotogadekiru。,ものを考えることができる。
966,reiseinakoudounankatoreruwakeganai。,冷静な行動なんか取れるわけがない。
967,senseitotsukiattetanmokakushiteta。,先生と付き合ってたんも隠してた。
968,demoninomiyasenseitonoshashinga。,でも二宮先生との写真が。
969,masuokasenseinohonmeihaninomiyasensei。,増岡先生の本命は二宮先生。
970,soredeharawotatetattewakeka。,それで腹を立てたってわけか。
971,anatanoyomidooridattawa。,あなたの読みどおりだったわ。
972,kyouikuiinkaitomasukomikakushani。,教育委員会とマスコミ各社に。
973,kyoukitanohatorishirabejanai。,今日来たのは取り調べじゃない。
974,yattemoraenaikanatoomotte。,やってもらえないかなと思って。
975,porigurafuukeruyouniittekun'naikana。,ポリグラフ受けるように言ってくんないかな。
976,nanikakaiteattarayuruganushouko。,何か書いてあったら揺るがぬ証拠。
977,satsugaishitakyoukigaarimasu。,殺害した凶器があります。
978,kinchoujoutaiwomiyoutoshita。,緊張状態を見ようとした。
979,anatatachinoneraihasaishokara。,あなたたちの狙いは最初から。
980,barechashouganaina。,バレちゃしょうがないな。
981,jiichantachigayatterukara。,じいちゃんたちがやってるから。
982,yukinookagedetasukatta。,由貴のおかげで助かった。
983,matawatashigautagawareteru。,またわたしが疑われてる。
984,goukakuten'nitassurutameniha。,合格点に達するためには。
985,kyouhairotoomoshiroihanashigaaruno。,今日は色と面白い話があるの。
986,masuokasenseinotokonioiteatta。,増岡先生のとこに置いてあった。
987,pettobotorugaattakara。,ペットボトルがあったから。
988,ukkarigainioitearu。,うっかり外に置いてある。
989,jouon'nomineraruuotawonomutoha。,常温のミネラルウオタを飲むとは。
990,toriharometangakenshutsusareta。,トリハロメタンが検出された。
991,honraimineraruuotakaraha。,本来ミネラルウオタからは。
992,souyatteatatamerudakede。,そうやって温めるだけで。
993,gosawoshoujisaserukotogadekiruno。,誤差を生じさせることができるの。
994,aomukewoutsubusettesurudakedemo。,あおむけをうつぶせってするだけでも。
995,watashisenseiwokoroshichatta。,わたし先生を殺しちゃった。
996,watashiganantokasurukara。,わたしが何とかするから。
997,tokorogaomoimoyorazunanoka。,ところが思いも寄らずなのか。
998,sakkinonochikarakoroshitatteyatsu。,さっきの後から殺したってやつ。
999,anatahasaishokawaitakekkon'nouekara。,あなたは最初乾いた血痕の上から。
1000,saranisonouenimatasuguni。,さらにその上にまたすぐに。
1001,kekkontomazariattahyouhakuzainonoudoga。,血痕と混ざり合った漂白剤の濃度が。
1002,atarashiichimoattatoiukotoga。,新しい血もあったということが。
1003,hinikunimohyouhakuzaiwomaitakotode。,皮肉にも漂白剤をまいたことで。
1004,masuokasenseinotokogawarareteta。,増岡先生のとこが割られてた。
1005,nandekanattezuttokangaeteta。,何でかなってずっと考えてた。
1006,anatahaninomiyasenseitomosaorichantomo。,あなたは二宮先生とも沙織ちゃんとも。
1007,masuokasenseigatsukiattetanoha。,増岡先生が付き合ってたのは。
1008,nanonidoushitereiseijanaindarouutte。,なのにどうして冷静じゃないんだろううって。
1009,nanoniwatashitonodetoha。,なのにわたしとのデトは。
1010,kiniittaranochidekounyuusurutteyatsu。,気に入ったら後で購入するってやつ。
1011,koregashitamidatoomottara。,これが下見だと思ったら。
1012,yukiwoasondeyattatoka。,由貴を遊んでやったとか。
1013,dakaraomowazusoredakesuteteshimatta。,だから思わずそれだけ捨ててしまった。
1014,sakkikaraitteruyone。,さっきから言ってるよね。
1015,ninomiyasenseigaokonatteitatoiu。,二宮先生が行っていたという。
1016,dattaraninomiyasenseijan。,だったら二宮先生じゃん。
1017,souiunogakakutarushoukotteiuno。,そういうのが確たる証拠っていうの。
1018,taisakushitsumoyokuyattajan。,対策室もよくやったじゃん。
1019,detekitanoninomiyasenseinorokkajanaiyo。,出てきたの二宮先生のロッカじゃないよ。
1020,mimamisunamachiten'niarundamon。,南砂町店にあるんだもん。
1021,watashimonooboewaruikaramachigattete。,わたし物覚え悪いから間違ってて。
1022,machigaeteanatanitsutaechatta。,間違えてあなたに伝えちゃった。
1023,senseimitainikireininaritainatoomotte。,先生みたいに奇麗になりたいなと思って。
1024,watashinorokkanonamaenoueni。,わたしのロッカの名前の上に。
1025,kireininarerukanatoomotte。,奇麗になれるかなと思って。
1026,koregawatashinorokkanonakanihaitteta。,これがわたしのロッカの中に入ってた。
1027,jaaanoporigurafumo。,じゃああのポリグラフも。
1028,hokanimoasondaon'nanokotomo。,ほかにも遊んだ女のことも。
1029,kondokeimushokaradetekurutokiha。,今度刑務所から出てくるときは。
1030,demoomaenikitahanashidakara。,でもお前に来た話だから。
1031,masukomimukenokoukokutoujaarimasenkara。,マスコミ向けの広告塔じゃありませんから。
1032,omaedattekichintome-kushitekeba。,お前だってきちんとメークしてけば。
1033,rirakkusushitetanoshindeittekudasai。,リラックスして楽しんでいってください。
1034,soredehayoroshikuonegaishimasu。,それではよろしくお願いします。
1035,saranihajoseihatsunoshitsuchouto。,さらには女性初の室長と。
1036,ikaninippon'nokeijisousaniikaserunoka。,いかに日本の刑事捜査に生かせるのか。
1037,orekouiunonigatenandakedone。,俺こういうの苦手なんだけどね。
1038,kichintodekiteimasunode。,きちんとできていますので。
1039,kattabakarinoikumouzainandesukedo。,買ったばかりの育毛剤なんですけど。
1040,kyouhaanokowaion'nagainai。,今日はあの怖い女がいない。
1041,jikenkaiketsuhetotsunagatterundesune。,事件解決へとつながってるんですね。
1042,antatarentononanpanotameni。,あんたタレントのナンパのために。
1043,puraibe-tohafutsuunoon'nadesukara。,プライベートは普通の女ですから。
1044,nitayounamon'nandesune。,似たようなもんなんですね。
1045,konoshigotodehayokuarukotonandesu。,この仕事ではよくあることなんです。
1046,saikin'noshainhasugubibicchatte。,最近の社員はすぐびびっちゃって。
1047,uchideshikkarisousasaseteitadakimasu。,うちでしっかり捜査させていただきます。
1048,osorakutairyounoaruko-rude。,おそらく大量のアルコールで。
1049,gokuhishashinwosuppanuitekita。,極秘写真をすっぱ抜いてきた。
1050,yasudagakankeishitageinoujimusho。,安田が関係した芸能事務所。
1051,torikumushiseinikawarihanai。,取り組む姿勢に変わりはない。
1052,ikemenmoorunokashira。,イケメンもおるのかしら。
1053,mattakufushizen'natenganai。,まったく不自然な点がない。
1054,te-burunouenihagurasutoakibin。,テーブルの上にはグラスと空き瓶。
1055,hontouninuganakuteiikara。,本当に脱がなくていいから。
1056,kokodeosakewonondeitemo。,ここでお酒を飲んでいても。
1057,mashitearuko-runiyotte。,ましてアルコールに酔って。
1058,ishikigakontontoshiterujoukyouyo。,意識が混沌としてる状況よ。
1059,sonomasakawotsuikyuusurunoga。,そのまさかを追及するのが。
1060,nanikaottayounakigasurukedona。,何かおったような気がするけどな。
1061,puraibe-tochuunooikakeruno。,プライベート中の追い掛けるの。
1062,jiken'nikanshitenozokuhoudesu。,事件に関しての続報です。
1063,dekiruwakenaijanai。,できるわけないじゃない。
1064,terebihatsuitetamitaidesukedo。,テレビはついてたみたいですけど。
1065,jikenshinsoukaimeiwonegatteimasu。,事件真相解明を願っています。
1066,sorekarahakuitsunagutameni。,それからは食いつなぐために。
1067,kyouhakumagainokotomoshiteitayoudesu。,脅迫まがいのこともしていたようです。
1068,kon'nanoichiichikinishitetara。,こんなのいちいち気にしてたら。
1069,oushuushitapojifirumutosatsueibiwo。,押収したポジフィルムと撮影日を。
1070,kameramantoshitekatsudoushiteita。,カメラマンとして活動していた。
1071,pojitibufirumunokazugasukunasugirundesu。,ポジティブフィルムの数が少な過ぎるんです。
1072,byoukinikakarishigotowoyasundeitaka。,病気にかかり仕事を休んでいたか。
1073,guuzen'iawasetahoudoukankeishaga。,偶然居合わせた報道関係者が。
1074,anojikoshiwoshirabeterundesuyone。,あの事故死を調べてるんですよね。
1075,jikoshidekatadukeraretamonowo。,事故死で片付けられたものを。
1076,demosaisousashiteyokattadesuyo。,でも再捜査してよかったですよ。
1077,kichoumendekanpekishugisha。,きちょうめんで完ぺき主義者。
1078,tsumarijissainojikengenbani。,つまり実際の事件現場に。
1079,souda、houdoukankeishatokane。,そうだ、報道関係者とかね。
1080,watashitekkirianokyouhakujounoaiteni。,わたしてっきりあの脅迫状の相手に。
1081,nanikasaretanokatoomottechigattandesune。,何かされたのかと思って違ったんですね。
1082,nanikaattarasugurenrakukudasai。,何かあったらすぐ連絡下さい。
1083,pattomiteiion'natteomowarenaito。,ぱっと見ていい女って思われないと。
1084,otokohajinseiwotanoshimutamenosupaisu。,男は人生を楽しむためのスパイス。
1085,ichiichikanjouninagasaretetara。,いちいち感情に流されてたら。
1086,demokanjouninagasarerunomoiimon'yo。,でも感情に流されるのもいいもんよ。
1087,kedoshigotonosensuhaaruwa。,けど仕事のセンスはあるわ。
1088,koreanatanoyomidoori。,これあなたの読みどおり。
1089,tsumenosakihamenganamerakanano。,爪の先は面が滑らかなの。
1090,sasakuregatakusan'aru。,ささくれがたくさんある。
1091,kouiusasakurehananikanisawatteiruto。,こういうささくれは何かに触っていると。
1092,mamoushitesugunitoreteshimau。,摩耗してすぐに取れてしまう。
1093,daisanshanoteniyottekirareta。,第三者の手によって切られた。
1094,konootokohitotsukihodomaekara。,この男ひと月ほど前から。
1095,tadashokugyoujounosettenhanai。,ただ職業上の接点はない。
1096,suto-ka-satsujin'nogenbaniitadirekuta-。,ストーカー殺人の現場にいたディレクター。
1097,soshitetakaminehitominosettenga。,そして高峰仁美の接点が。
1098,kokonikurumadenimayocchatta。,ここに来るまでに迷っちゃった。
1099,kyasuta-mizukaragenbanidete。,キャスター自ら現場に出て。
1100,watashihajibun'nomedemite。,わたしは自分の目で見て。
1101,jibun'nomedemitetashikametaino。,自分の目で見て確かめたいの。
1102,tamatamachikakudeshuzaishitetakara。,たまたま近くで取材してたから。
1103,sorosorojikandakaramata。,そろそろ時間だからまた。
1104,anatanikyouhakujouokuttano。,あなたに脅迫状送ったの。
1105,kochirakosogomen'nasai。,こちらこそごめんなさい。
1106,suku-pueizouwokaisekishitamonoyo。,スクープ映像を解析したものよ。
1107,unkoushiteitafunenoenjin'on。,運航していた船のエンジン音。
1108,enjin'ongakirokusarenakunarumadeniha。,エンジン音が記録されなくなるまでには。
1109,suto-ka-niosowareteitajoseiwo。,ストーカーに襲われていた女性を。
1110,koshigayashidekaimonogaerinoshufuga。,越谷市で買い物帰りの主婦が。
1111,ushirokarananimonokaninunonoyounamonode。,後ろから何者かに布のようなもので。
1112,hamononoyounamonodekubiwosasare。,刃物のようなもので首を刺され。
1113,yasudaniyowamiwonigirareteite。,安田に弱みを握られていて。
1114,takaminehitomigaookurishimashita。,高峰仁美がお送りしました。
1115,shiinhagenzaiwakatteorimasen。,死因は現在分かっておりません。
1116,tondemonaifushoujidazo。,とんでもない不祥事だぞ。
1117,kiminisekinintottemorawanaitona。,君に責任取ってもらわないとな。
1118,nakunattadanseitougouhidenorisanha。,亡くなった男性東郷英憲さんは。
1119,sononakunattatougousankara。,その亡くなった東郷さんから。
1120,korehatotemoshokkingunanaiyoudeshite。,これはとてもショッキングな内容でして。
1121,hakkengosugunitasukenihaittakanoyouni。,発見後すぐに助けに入ったかのように。
1122,eizouwoichibukiritorihenshuushimashita。,映像を一部切り取り編集しました。
1123,shikashinetsuzousuku-punoeizouwo。,しかし捏造スクープの映像を。
1124,osorakutougouhasonoseisankarigahaitta。,おそらく東郷はその青酸カリが入った。
1125,kapuseruwofukuyoushiteshinda。,カプセルを服用して死んだ。
1126,dattarakouhounihankouhamurinanja。,だったら高峰に犯行は無理なんじゃ。
1127,takaminenikapuserunomasunohamuriyana。,高峰にカプセル飲ますのは無理やな。
1128,yapparibokutachiganin'idoukousurumaeni。,やっぱり僕たちが任意同行する前に。
1129,tattaimakarakonoyamaha。,たった今からこのヤマは。
1130,uenoketsurongaderumadeomaetachiha。,上の結論が出るまでお前たちは。
1131,kokodeotonashikumattero。,ここでおとなしく待ってろ。
1132,oredattetsuraindakarasa。,俺だってつらいんだからさ。
1133,torishirabechuunihitogashinderundarou。,取り調べ中に人が死んでるんだろう。
1134,sousanikimatterujanai。,捜査に決まってるじゃない。
1135,sousatantoukarahazusaretandesuttene。,捜査担当から外されたんですってね。
1136,taihen'namondaiwookoshitandakara。,大変な問題を起こしたんだから。
1137,kon'namonmoracchattenexe。,こんなもんもらっちゃってねぇ。
1138,sousawozokkousasetehoshiittesa。,捜査を続行させてほしいってさ。
1139,oosawaerikohakubidakedona。,大沢絵里子は首だけどな。
1140,aribainouratottekimashita。,アリバイの裏取ってきました。
1141,sokokarawakattashinjijitsugaikutsuka。,そこから分かった新事実が幾つか。
1142,mazutougounotainaikaradetekita。,まず東郷の体内から出てきた。
1143,namahousoumaedeisogashiindakedo。,生放送前で忙しいんだけど。
1144,anataniichibansaishonitsutaeyoutoomotte。,あなたに一番最初に伝えようと思って。
1145,tougounokaradakaraseisankarito。,東郷の体から青酸カリと。
1146,kapuserunokakeragakenshutsusareta。,カプセルのかけらが検出された。
1147,watashinitsukimatottetajanai。,わたしに付きまとってたじゃない。
1148,sonohianatagatougouniseisankariwo。,その日あなたが東郷に青酸カリを。
1149,konoshiroikonahaensanroperamido。,この白い粉は塩酸ロペラミド。
1150,konoseibunhanitoroseruro-sujushi。,この成分はニトロセルロース樹脂。
1151,mazuseisankariirinokapuseruwo。,まず青酸カリ入りのカプセルを。
1152,manikyuanokuriako-todeko-tingusuru。,マニキュアのクリアコートでコーティングする。
1153,koredetokedasujikanwochouseidekiru。,これで溶けだす時間を調整できる。
1154,sorewoichimawariookinakapuseruni。,それを一回り大きなカプセルに。
1155,ensanroperamidotoisshoniireru。,塩酸ロペラミドと一緒に入れる。
1156,korewofukuyousurutoensanroperamidode。,これを服用すると塩酸ロペラミドで。
1157,dokuirikapuserugatokedashi。,毒入りカプセルが溶けだし。
1158,kapuseruzaiwonomanakerebaikenaikotowo。,カプセル剤を飲まなければいけないことを。
1159,tainaininokottaseibunwokeisansuruto。,体内に残った成分を計算すると。
1160,tougougakapuseruwofukuyoushitanoha。,東郷がカプセルを服用したのは。
1161,daitaiwatashigaisshoniitatteiushouko。,だいたいわたしが一緒にいたっていう証拠。
1162,sorekarayasudanoofurojoude。,それから安田のお風呂場で。
1163,kichoumendekanpekishugi。,きちょうめんで完ぺき主義。
1164,yuushuunaja-narisutodatta。,優秀なジャーナリストだった。
1165,kokoroniyowasagaarunohatouzen。,心に弱さがあるのは当然。
1166,chiisakutedarenimotodokanaikoemoaru。,小さくて誰にも届かない声もある。
1167,watashigaookikunaranaitoikenai。,わたしが大きくならないといけない。
1168,anatanokotobaniondogaareba。,あなたの言葉に温度があれば。
1169,tatoedon'nanichiisanakoedemo。,たとえどんなに小さな声でも。
1170,namahousouchuunijihakusurunante。,生放送中に自白するなんて。
1171,saikinzangyousuruyouninattarashiine。,最近残業するようになったらしいね。
1172,kyoutoiukyouhahasshashitemorau。,今日という今日は発射してもらう。
1173,keimubuniokorarerunohakonowatashinanoyo。,警務部に怒られるのはこのわたしなのよ。
1174,gamigamigamigamiokan'noyouni。,がみがみがみがみおかんのように。
1175,juudan'noundouenerugi-hasokudononijou。,銃弾の運動エネルギーは速度の二乗。
1176,souiebakinounonodachikainimokonakatta。,そういえば昨日の野立会にも来なかった。
1177,ikemengatsudouigyoushukouryuukaida。,イケメンが集う異業種交流会だ。
1178,katagirigakonaitosenryokuninaran。,片桐が来ないと戦力にならん。
1179,maason'nakarikarisuruna。,まあそんなかりかりするな。
1180,matanodachikainikonakunaru。,また野立会に来なくなる。
